Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
GO:0008763	896.887	2123.477	811.843	5863.362	566.397	739.611	469.351	1206.552	576.909	4146.784	494.897	500.937	441.69	200.554	891.482	771.983	2722.073	771.983	712.277	2234.182	2056.486	2722.073	1785.004	1782.19	1350.559	2040.469	1749.522	3119.422	5419.115	1706.717	4750.582	2017.099	1801.836	1942.521	753.12	3966.311	2043.957	1144.228	1882.548	206.872	843.875	996.403	953.441	825.831	2225.981	1070.795	1318.621	778.711	301.856	1837.952	767.58	410.719	520.272	973.428	1073.948	1936.564	885.775	2943.383	4146.784	4373.662	1260.257	258.962	1288.051	2226.392	574.034	1236.888	2665.166	3200.981	1593.887	613.183	1763.449	1916.438	104.965	2754.462	1870.67	3396.437	1367.676	1125.865	374.034	1074.309
GO:0008764	287.368	1908.751	654.357	5135.297	422.623	673.269	434.521	1068.897	436.979	3857.707	374.413	428.874	408.497	526.22	1398.911	431.299	2329.509	431.299	756.328	1962.661	1967.587	2329.509	1377.871	1424.323	2222.844	1874.948	1862.207	3024.073	4838.859	1478.195	4211.522	2191.198	2540.311	1875.459	696.122	3837.438	2490.53	1427.205	2060.52	220.678	864.979	944.939	733.516	807.535	1962.762	714.954	1328.9	414.4	325.465	1329.563	655.355	377.704	506.304	754.344	962.61	1292.262	915.138	3030.531	3857.707	3770.106	1336.617	206.582	562.971	2204.947	487.666	1089.222	1696.923	2354.174	1043.49	450.191	1380.577	1441.223	99.436	2172.776	1712.666	4027.08	1409.447	990.986	379.656	1096.693
GO:0008766	837.881	1914.295	1035.509	5189.139	613.559	938.535	432.516	1345.296	395.103	3382.287	640.877	585.188	630.643	512.781	2211.74	951.842	2511.996	951.842	730.905	1737.114	2267.03	2511.996	1602.952	2061.079	2995.956	2653.166	1670.034	3103.257	5396.454	2547.567	4011.723	2434.341	3230.906	2265.06	987.614	3795.49	2077.95	1278.152	2872.908	253.621	912.414	1518.46	757.434	817.002	1487.864	981.691	1105.209	696.938	366.032	2017.328	552.048	457.94	727.716	592.656	1044.499	2241.395	775.928	3661.248	3382.287	3375.107	1487.513	161.922	1650.2	1081.985	766.508	1225.543	3098.456	3293.867	1720.591	597.755	2074.046	1510.344	72.116	3101.025	1311.557	3452.968	1137.144	1130.821	305.053	919.604
GO:0008767	666.043	1895.111	605.873	4373.355	646.513	655.572	399.894	1005.522	416.58	521.342	321.325	455.251	663.085	393.125	443.822	547.754	1148.359	547.754	318.846	1698.945	2039.314	1148.359	1312.242	1844.872	1907.53	1198.277	1443.153	2060	4569.044	1598.407	725.916	2126.584	1898.881	2181.611	605.374	3159.373	2157.925	1520.376	2458.815	160.71	984.824	1230.823	613.178	532.011	449.525	755.52	1079.98	625.186	287.218	1718.943	561.773	63.947	99.661	373.396	677.867	2100.365	209.014	3003.066	521.342	1881.673	924.148	179.052	1722.035	2682.983	664.486	633.969	1754.955	2768.42	1188.438	411.648	1484.487	1170.053	28.307	2358.59	445.438	3836.64	576.512	197.57	183.24	738.033
GO:0008773	0	20.759	12.346	24.853	3.194	0	25	187.524	0.796	47.763	0	0	0	106.804	0	2.665	0	2.665	0.563	2.793	56.576	0	9.578	12.658	12.658	27.313	0	0	0	13.698	6.386	13.141	3.427	4.792	7.582	15.165	0	12.346	0	0	0	0	0.392	16.184	1.924	198.875	0	0	2.795	0	0	0	0	0	9.387	14.527	0	28.353	47.763	12.658	205.044	146.837	0	2.793	0	23.894	1.997	6.738	12.658	0	0	4.392	87.986	0	0	0	52.006	0	63.32	0
GO:0008774	1.107	6.101	3.724	109.985	1.109	10.77	28.728	2.408	0	21.208	14.393	0	1.104	79.269	2.22	6.786	78.909	6.786	17.182	9.688	50.046	78.909	0	22.4	75.416	357.757	19.113	46.62	119.637	17.41	1.91	76.181	7.988	26.013	7.509	348.501	177.268	235.144	0	0	6.278	0	23.085	3.4	1.106	166.503	4.766	0	7.261	2.283	31.672	2.484	0	2.212	8.666	10.621	1.11	42.403	21.208	126.241	20.795	74.466	5.036	41.487	0	14.738	12.157	119.896	1.746	4.524	1.11	16.273	97.982	8.969	9.509	29.11	6.386	0	18.815	9.046
GO:0008776	774.944	2295.725	982.232	4122.32	828.91	1136.331	593.464	1758.344	508.876	3943.149	622.112	935.397	1181.307	591.2	3129.942	1217.091	2568.822	1217.091	648.828	2142.22	2535.452	2568.822	2037.049	1932.812	2692.266	2249.155	2071.293	3028.904	5065.66	2207.886	4193.538	2983.314	3259.602	2549.744	1104.864	4159.092	2511.391	1691.421	3909.838	326.835	842.618	1668.909	848.938	809.908	1866.162	1191.146	1391.105	765.724	547.234	2170.198	808.773	696.047	1049.668	928.443	1027.35	2233.432	942.551	3671.551	3943.149	2738.581	1429.375	299.15	1645.946	2402.391	801.671	942.649	3086.244	3130.375	1604.777	545.969	1827.241	2177.31	164.589	2867.075	1737.652	4881.731	1561.651	1351.811	433.15	958.064
GO:0008780	1049.1	2374.238	1353.857	1569.535	498.894	955.437	132.335	1129.879	202.4	6225.539	787.579	696.378	876.507	928.859	3476.529	931.093	4202.856	931.093	455.198	1622.681	1197.986	4202.856	1730.252	2882.315	4257.662	3457.188	1273.04	2318.211	2152.915	3265.174	6434.295	1752.385	4316.459	2599.844	631.915	315.718	1403.944	648.972	1171.133	192.768	383.769	2257.887	632.614	699.402	2819.054	781.471	340.034	684.691	211.303	1540.207	177.276	785.073	1135.472	698.888	809.204	2409.467	1086.515	2129.936	6225.539	3030.077	805.175	106.588	2408.007	2402.745	917.783	1261.156	3990	3650.746	1712.859	617.856	2086.421	1832.725	88.132	2114.018	2242.255	1603.465	1663.223	1681.072	380.164	643.07
GO:0008782	808.554	1550.256	803.143	3686.382	485.898	751.223	381.327	982.251	450.818	3231.69	453.178	505.229	423.553	539.67	1425.841	812.387	2812.746	812.387	475.139	1913.915	2873.118	2812.746	1518.619	1947.2	1925.501	1970.474	1672.071	2379.318	4547.05	1677.278	3110.497	1764.729	2716.895	1970.58	891.043	3962.333	1729.09	1474.099	2911.213	213.425	793.128	1628.543	764.542	647.209	1460.803	1080.176	1306.646	779.124	415.548	1855.393	604.931	410.488	424.754	971.064	693.326	2202.531	789.434	2905.571	3231.69	2417.907	1181.71	135.763	1609.368	1925.713	739.677	666.508	2687.283	2796.091	1252.78	427.982	1509.353	1567.672	124.412	2565.778	1426.585	3097.357	447.211	994.555	228.455	1002.442
GO:0008784	222.61	1149.572	376.394	5365.52	502.144	384.72	581.237	823.227	382.31	180.075	206.399	393.485	559.928	191.426	512.316	334.137	1344.046	334.137	941.507	1154.415	1797.59	1344.046	907.587	694.832	908.08	1777.566	1462.264	2111.284	4154.243	1018.523	431.175	1863.845	1226.677	1188.432	941.11	4210.381	2414.236	2164.15	1487.283	254.107	829.951	151.83	648.774	513.784	215.59	827.184	1125.565	303.174	443.209	949.23	533.826	132.563	127.489	275.488	695.201	668.975	245.567	2609.478	180.075	2094.619	1257.415	196.064	357.213	1077.415	235.689	1198.53	1255.836	953.303	863.245	491.272	1139.915	813.858	96.122	1596.589	306.356	4581.136	518.834	206.826	231.02	790.539
GO:0008792	28.579	176.533	142.684	1350.03	49.203	83.647	143.898	258.209	18.507	132.916	47.792	22.603	284.584	56.373	188.248	150.269	30.434	150.269	291.857	229.185	230.431	30.434	235.362	249.584	268.418	760.952	161.68	268.629	252.266	107.711	189.469	479.562	192.443	340.02	115.359	267.291	111.625	72.515	156.787	74.175	115.568	141.142	89.01	156.143	24.904	206.658	6.794	61.607	43.304	143.435	30.331	5.654	70.532	22.936	194.583	55.582	31.956	281.544	132.916	99.519	454.096	43.992	163.328	293.009	125.509	736.497	173.741	197.832	185.31	222.559	189.086	196.053	72.602	70.503	88.241	1460.766	163.505	25.41	140.413	522.651
GO:0008794	165.528	219.206	44.078	462.537	72.391	37.932	106.635	72.665	28.734	54.048	24.653	9.421	34.714	773.303	48.128	63.519	65.328	63.519	28.183	106.658	36.367	65.328	168.722	69.889	97.293	316.338	86.183	280.29	778.6	8.686	102.828	209.173	226.501	115.755	166.631	1327.736	209.069	280.723	499.336	43.594	98.136	38.249	88.685	53.203	30.821	537.35	31.955	39.473	208.907	33.047	119.162	19.738	6.059	62.667	77.064	132.55	27.059	516.229	54.048	273.035	55.43	157.709	22.347	30.372	15.079	171.542	127.766	413.317	61.3	30.449	33.869	147.786	154.542	214.598	31.535	235.661	40.773	58.371	54.834	71.485
GO:0008795	32.799	378.621	37.484	400.918	100.544	178.911	340.335	219.792	15.407	2891.94	10.151	260.345	72.212	222.642	329.733	35.391	41.88	35.391	83.215	1293.842	202.832	41.88	693.434	203.764	61.834	193.593	499.196	1332.222	968.751	20.375	3050.561	230.184	235.679	106.878	87.648	554.133	368.45	201.858	255.774	14.182	72.275	1.059	356.442	237.659	1422.188	343.725	41.917	147.515	29.915	650.812	17.354	253.996	281.312	726.996	281.231	57.101	459.999	975.084	2891.94	2366.485	764.292	233.642	32.8	68.542	8.769	289.234	32.752	520.548	9.848	36.601	31.993	659.699	100.878	102.363	1068.555	200.958	97.915	673.606	151.527	148.411
GO:0008800	533.274	1698.531	1058.808	1413.033	1185.248	279.403	93.188	279.733	101.902	283.412	238.815	303.091	408.729	2865.825	2564.653	253.476	1644.686	253.476	258.579	467.619	1807.91	1644.686	693.563	694.858	2177.732	1381.764	251.552	881.525	713.428	6865.325	1084.02	736.042	4829.6	3524.323	930.786	1534.348	398.829	527.107	1818.402	84.797	127.656	185.862	677.005	170.472	290.429	712.38	179.873	882.521	390.419	588.63	149.342	36.488	23.878	113.872	200.809	1068.128	479.566	1113.11	283.412	445.358	648.642	296.134	1223.178	110.63	594.71	1078.054	4822.7	1138.74	426.223	395.391	538.682	500.136	665.856	1842.065	241.078	1698.503	256.893	158.077	241.765	485.5
GO:0008804	114.811	621.58	174.056	2841.559	100.585	379.664	362.906	561.562	275.552	119.903	63.986	197.763	120.47	354.315	175.702	99.959	370.534	99.959	207.988	341.071	1650.239	370.534	336.235	252.837	236.675	1244.401	828.144	566.507	2129.165	294.153	217.085	1122.214	239.728	448.323	179.689	5058.45	1496.786	1384.479	1341.445	55.14	291.275	80.701	305.576	208.352	75.879	1025.045	734.734	223.366	57.293	805.867	467.461	35.307	8.934	216.957	241.623	693.262	220.596	1673.364	119.903	405.601	981.04	356.419	184.638	652.24	134.598	167.396	147.752	636.458	393.889	78.564	639.36	380.589	226.446	1166.057	147.014	933.037	186.475	77.454	187.247	487.377
GO:0008808	1041.98	6648.672	1662.502	10418.947	1840.733	1889.548	1189.374	4084.477	2014.597	3593.595	1248.186	1129.028	1327.236	1075.955	1617.961	2497.242	4673.476	2497.242	1657.45	4711.418	7633.556	4673.476	3818.342	3529.732	4578.766	3578.429	4013.532	6074.997	10388.893	3714.551	4453.886	5225.04	5751.438	6875.234	1628.395	10989.491	3914.629	2690.526	7412.45	1256.21	2252.376	2007.621	1993.853	1770.195	2294.838	2169.423	2504.18	1071.778	1663.519	4529.696	2032.468	977.596	445.383	3976.474	2073.221	4986.39	1323.738	7556.325	3593.595	6648.422	2368.009	469.187	2237.175	4707.213	2284.395	2833.379	3856.688	3528.141	3267.528	1155.356	3811.041	4290.873	242.689	6114.823	2775.927	7499.719	2874.37	1697.266	626.283	2217.697
GO:0008810	254.54	620.218	868.622	2716.859	656.314	416.262	797.042	498.36	326.226	74.38	172.698	220.611	799.245	69.762	1186.935	642.191	4339.005	642.191	886.43	627.514	668.862	4339.005	551.403	607.767	167.177	570.879	1335.274	1740.726	2406.758	1746.813	343.926	968.698	1762.239	1466.36	577.511	3187.415	1347.072	663.702	886.163	131.121	558.301	1.872	797.226	396.153	218.601	706.459	908.687	172.228	182.259	874.052	407.885	44.031	24.821	179.748	507.236	673.487	85.462	2011.207	74.38	326.075	720.498	51.538	490.832	4363.053	129.888	307.889	1509.562	999.1	1096.682	169.531	1063.568	562.6	23.5	1568.004	122.416	2121.505	151.395	176.271	81.982	834.36
GO:0008817	158.275	1476.309	133.452	3572.805	155.977	187.178	201.852	637.158	397.621	115.567	129.33	34.644	159.157	266.711	250.328	126.32	462.937	126.32	349.365	316.197	1388.201	462.937	355.779	316.331	317.144	818.695	897.401	2499.175	4406.356	289.987	517.525	1276.68	352.572	539.316	478.48	4204.363	1775.607	1197.517	500.505	114.628	667.807	132.353	194.476	532.922	173.585	702.649	1047.188	222.132	184.427	127.833	699.984	35.555	193.402	420.4	623.271	643.099	314.465	2496.454	115.567	4009.004	190.538	104.893	169.617	741.247	131.933	273.097	356.801	1339.388	540.54	133.294	616.145	555.738	158.218	1250.141	345.196	2044.445	268.795	136.103	237.957	235.276
GO:0008818	536.479	881.34	561.217	3857.172	262.408	273.603	98.655	533.831	384.821	328.322	376.103	70.964	88.511	361.582	415.79	596.544	2257.617	596.544	217.53	458.207	1481.146	2257.617	532.611	1305.97	1599.495	1514.085	925.272	1641.662	3141.013	1296.325	560.371	1369.13	1657.337	1443.97	468.94	2782.127	1515.496	1001.655	942.549	130.002	581.216	1071.693	168.789	374.159	131.349	722.636	734.511	419.942	188.982	412.101	522.573	40.833	59.713	181.32	513.644	1386.699	156.442	2256.39	328.322	1782.108	196.546	108.687	909.476	1713.74	398.343	693.367	1760.486	2117.538	968.953	457.637	1137.61	630.359	97.516	1776.358	282.151	1659.629	938.572	137.023	293.412	359.782
GO:0008821	384.586	580.972	557.578	1476.274	234.039	251.376	138.941	443.215	117.322	2922.916	394.396	143.496	172.313	917.058	337.756	502.034	2215.44	502.034	192.945	1010.53	494.757	2215.44	621.846	1236.538	1849.107	2175.708	673.845	1837.662	2458.525	1621.8	2937.798	1188.319	1857.299	1376.433	473.627	1054.327	911.357	608.925	851.148	102.376	382.682	1209.979	298.943	437.6	1057.701	1281.532	191.035	298.503	261.547	413.172	238.352	144.083	318.48	180.036	548.382	1090.079	425.194	1518.424	2922.916	2268.83	345.417	275.966	902.55	1308.399	395.429	603.689	1717.941	2073.459	829.042	326.746	922.256	918.003	108.297	1088.949	1070.205	1579.734	716.052	504.336	314.223	383.339
GO:0008827	12.486	0	3.54	51.709	1.112	34.364	118.968	0	0	35.569	0	2.862	3.338	651.997	1.114	26.779	0	26.779	5.108	14.825	102.812	0	0	58.112	260.67	518.564	2.227	0	7.971	1.114	0	94.003	12.146	0	1.116	1135.801	124.723	357.091	3.571	0	0	3.34	17.017	3.328	6.822	791.633	27.259	6.31	17.524	0	24.476	9.943	0	1.114	2.227	15.303	2.872	144.252	35.569	16.883	127.972	623.919	1.114	3.571	0	37.044	0	2.227	3.333	27.248	1.105	49.113	377.842	3.571	2.209	4.685	14.461	0	162.002	7.99
GO:0008829	28.22	135.216	52.395	532.224	3.304	3.724	64.943	53.568	28.817	20.81	21.109	27.414	7.463	44.547	2.101	3.752	47.338	3.752	80.384	11.773	43.821	47.338	28.37	54.146	36.21	43.606	80.545	548.969	590.464	67.276	0	56.508	89.783	98.922	8.301	206.564	444.533	168.036	50.427	23.651	80.072	16.59	46.43	158.743	78.794	149.24	96.804	3.778	5.836	8.461	26.213	11.959	67.051	28.468	207.43	32.692	46.314	183.009	20.81	1333.838	51.215	52.129	15.296	73.439	6.074	355.179	6.379	1063.245	12.922	67.839	1.88	159.109	41.026	40.355	90.125	0	89.065	3.721	175.477	64.14
GO:0008830	649.028	2398.752	1096.744	4361.459	556.798	1363.25	619.865	1111.61	556.37	4932.311	655.782	858.765	676.168	623.038	1246.056	715.405	3681.224	715.405	950.291	3611.633	2267.538	3681.224	2323.262	2058.878	3389.31	2238.312	1858.983	3513.95	5411.201	3007.824	5572.047	2715.774	2718.448	3857.443	1092.411	3207.909	2129.036	1165.252	3455.022	252.909	1040.924	1439.396	974.783	795.305	2446.996	851.444	1482.724	1083.197	496.459	2350.387	631.863	531.524	632.822	1558.257	1148.511	2027.16	820.95	4139.319	4932.311	3515.222	2098.077	159.147	2574.374	2368.251	748.884	716.955	2543.696	3920.241	1627.398	535.709	2122.083	1900.957	26.82	1804.616	1603.354	5839.243	2346.835	1776.364	612.992	1222.513
GO:0008831	98.727	327.901	336.689	3097.185	129.847	145.331	96.15	513.463	284.033	89.297	163.837	66.571	135.552	68.062	526.979	82.016	2113.774	82.016	176.156	147.881	253.641	2113.774	375.273	268.939	143.262	178.515	924.078	1205.176	3471.267	500.188	343.777	862.346	439.444	410.672	296.682	1232.167	906.271	472.348	1061.345	81.694	274.771	118.501	152.763	210.608	94.712	534.856	962.172	208.402	377.831	212.849	300.108	39.602	20.912	60.313	276.711	598.255	80.057	1668.569	89.297	490.262	56.671	16.855	307.203	1093.466	71.4	193.415	486.322	1139.744	493.415	119.64	739.765	425.265	4.898	239.733	182.611	2692.572	215.66	142.478	135.452	224.509
GO:0008832	262.265	1475.543	754.564	4295.147	379.358	500.423	338.549	839.607	279.944	2842.169	350.167	381.714	280.919	499.829	575.362	642.607	2372.772	642.607	674.284	1945.97	2184.712	2372.772	1193.273	1184.909	2277.773	1737.501	1556.277	2290.71	3844.403	1330.026	3536.581	1680.347	2092.554	1669.329	570.082	3481.319	2423.987	1561.474	1350.082	207.786	568.288	755.422	792.401	637.364	1494.963	686.647	1118.852	460.475	199.184	1435.567	583.994	279.51	331.467	1053.099	796.495	1056.687	614.819	2315.184	2842.169	3065.885	1371.677	163.614	401.002	1952.337	408.857	1271.555	1517.015	2058.473	963.626	421.19	1168.758	1303.291	101.509	1916.714	1357.718	3555.378	1162.696	881.966	295.794	917.607
GO:0008833	630.352	1464.695	728.967	5117.731	454.446	422.772	153.852	733.273	596.265	431.525	546.035	146.954	242.612	519.08	509.306	367.698	2907.015	367.698	696.564	651.634	1450.661	2907.015	806.287	1385.989	1969.751	2687.781	1570.584	2098.843	4390.51	2018.038	790.377	2132.62	1505.381	1824.028	654.937	4069.52	2134.263	1107.461	1133.028	230.154	792.449	779.932	312.706	685.969	186.609	1175.537	1510.064	439.407	244.278	432.369	664.388	47.979	94.292	294.905	766.326	1644.439	245.625	3064.755	431.525	1805.113	493.228	136.558	1171.471	1848.211	479.047	1009.864	2105.284	2654.177	1611.216	594.962	2009.795	867.041	101.315	2573.191	401.158	2013.304	1135.678	175.014	378.047	630.582
GO:0008835	720.478	1227.595	625.243	5227.263	582.813	569.163	350.613	1101.343	485.213	3351.184	466.084	394.762	329.832	568.594	756.324	443.976	2501.024	443.976	644.097	1583.189	1923.201	2501.024	1249.246	1586.867	2371.067	1723.609	1756.627	3188.692	5036.963	1583.998	4475.135	1921.306	2363.525	1976.565	873.14	3299.851	1323.581	730.2	2434.688	231.7	888.844	695.23	797.782	715.576	1813.541	988.422	1142.83	759.843	547.934	1147.29	830.922	374.33	407.542	849.262	854.584	1956.721	649.135	3129.318	3351.184	3086.99	1232.276	112.236	1345.404	1682.056	564.02	1431.875	1526.928	1368.374	1114.85	415.499	1416.699	1588.057	80.206	2466.849	1561.725	3598.417	518.874	1082.306	109.156	805.91
GO:0008836	788.863	2587.331	877.307	7218.347	639.281	743.468	719.17	1445.882	738.566	2907.177	530.687	551.49	481.702	444.034	894.595	800.025	2816.095	800.025	794.873	2129.717	2758.116	2816.095	1492.391	1953.256	2439.256	2091.356	2006.088	2952.596	5770.25	1955.331	3285.282	2507.925	2540.855	2343.237	1017.286	5505.151	2128.473	1308.596	3157.881	252.697	912.58	1640.592	857.766	778.02	1486.184	1206.715	1789.842	712.21	372.501	1907.14	861.059	247.529	336.638	1353.75	987.986	2316.986	745.291	4146.794	2907.177	3595.688	1627.189	222.028	1534.32	2296.587	742.726	1439.088	2609.565	3125.304	1563.2	685.5	2138.582	1951.788	112.8	2775.876	1373.424	3594.467	1165.487	798.893	255.586	1223.497
GO:0008837	1452.389	1581.063	708.362	4741.603	566.42	764.837	460.901	1247.865	432.243	3695.543	418.18	502.444	406.515	407.966	784.725	671.963	2440.732	671.963	826.112	2240.061	2802.426	2440.732	1896.078	2081.798	2416.591	2139.654	1532.715	2552.823	4409.829	1790.993	4562.53	2086.695	1614.775	2544.335	699.645	3336.25	2110.987	1217.784	2808.777	204.261	779.121	824.372	776.243	789.632	1792.337	1549.455	993.593	1021.951	200.22	1740.689	666.161	356.243	566.289	976.883	917.691	2428.422	715.064	3616.01	3695.543	4061.379	1453.66	182.777	2674.761	1089.431	813.663	1191.418	1602.447	2090.871	928.395	405.401	1243.592	1943.916	136.107	3315.113	1718.949	2842.757	1191.453	981.587	354.113	1131.03
GO:0008839	971.656	2339.14	807.768	4389.82	878.202	970.593	640.794	1552.265	352.12	3643.911	558.682	871.769	701.446	509.633	1918.325	700.014	2185.475	700.014	1048.436	1937.034	2797.295	2185.475	1625.028	2411.691	2472.507	2078.856	1741.804	2595.885	3937.188	1843.087	4478.201	2174.726	2419.449	2077.593	719.446	3215.196	2061.895	1370.032	2575.575	191.924	668.869	1401.119	864.073	753.954	1642.9	833.691	1084.448	757.047	214.084	2426.074	401.286	594.779	799.154	721.006	975.596	2291.937	766.109	2700.232	3643.911	3299.538	2428.099	158.979	1917.693	1614.488	815.641	1245.901	2367.701	3356.603	1485.85	590.453	1697.35	1962.351	21.83	2809.424	1656.414	2826.9	1259.832	1169.177	336.464	1281.75
GO:0008840	680.358	2203.817	883.971	7604.408	672.728	738.061	477.304	1619.19	821.482	3044.841	406.952	519.497	526.445	506.79	1094.643	668.404	2704.864	668.404	805.809	1962.373	2184.691	2704.864	1926.709	2097.888	2964.414	3003.284	2406.06	3460.792	6896.982	2272.629	4156.252	3312.366	2637.889	2245.076	1144.107	7172.882	2447.445	1946.476	3131.85	272.341	1012.046	1565.29	930.659	935.933	1527.328	1305.233	2167.156	718.855	597.362	1834.386	1122.464	253.963	382.574	857.875	1275.799	2767.609	840.925	5170.384	3044.841	4028.567	1569.76	238.805	1562.086	2015.737	664.398	1558.102	2311.667	3349.844	1745.876	676.326	2141.749	2065.842	100.063	3363.512	1599.395	3820.479	1219.943	895.306	407.639	1294.133
GO:0008853	89.147	273.921	40.409	953.87	81.869	79.462	72.067	100.18	100.788	25.715	11.253	54.499	62.799	26.65	98.942	86.987	211.756	86.987	82.583	329.973	475.451	211.756	161.232	78.372	43.026	40.164	165.146	544.217	1008.06	52.675	83.582	215.799	367.036	283.923	335.978	927.874	516.939	321.625	627.909	43.605	262.967	126.13	134.807	121.196	55.206	109.047	207.529	94.445	281.817	79.133	168.029	34.736	25.33	63.045	128.884	106.309	62.073	332.479	25.715	308.552	54.703	73.704	124.102	296.59	26.95	171.118	288.465	541.944	36.57	72.378	41.274	171.257	35.762	163.972	92.189	2396.984	83.845	69.194	128.181	200.337
GO:0008854	34.109	497.325	498.397	3027.922	117.765	395.666	330.986	520.527	367.366	28.896	76.423	225.359	206.349	65.661	181.137	52.329	243.397	52.329	346.498	86.631	445.915	243.397	221.064	252.782	22.484	151.165	725.568	976.412	2629.711	98.317	274.853	802.597	17.479	414.103	453.651	2970.657	250.857	198.552	2289.243	18.491	301.245	44.604	289.072	281.719	74.402	503.011	946.261	363.402	68.467	1108.288	367.146	54.121	70.909	191.817	370.507	1001.836	278.724	1712.457	28.896	1385.054	949.983	66.548	572.227	703.535	323.662	275.806	26.003	917.582	1417.527	68.591	1826.287	488.221	57.637	1483.271	209.019	71.972	57.741	116.611	87.219	863.194
GO:0008855	1583.334	5660.16	1491.616	9120.925	1058.395	1301.043	670.407	1805.92	965.523	4677.516	1098.558	560.301	569.674	1124.825	1155.92	959.54	2934.018	959.54	1433.193	4743.059	3591.874	2934.018	3133.223	3667.521	5335.694	3792.184	2834.445	6187.022	8574.341	3586.181	6429.132	3215.339	5057.427	3674.718	1338.046	7182.173	3170.526	1873.024	4274.933	481	1768.252	3092.404	1496.706	1416.337	2832.844	2390.614	2307.601	1439.218	729.993	2701.799	1128.142	509.667	572.309	4435.287	1808.871	4412.755	1086.885	6226.337	4677.516	7892.387	2205.552	479.517	2846.663	2515.618	1241.313	2587.704	4001.213	5750.059	2507.391	1272.19	3229.396	3815.82	254.336	4398.103	2538.788	5240.447	1697.65	1642.892	626.756	1974.412
GO:0008859	104.05	836.009	151.695	3789.767	361.414	381.225	348.354	779.563	286.219	118.562	101.78	232	253.556	82.231	310.913	111.969	240.247	111.969	473.998	381.187	597.553	240.247	280.653	305.787	499.781	520.73	802.187	1318.597	2878.36	186.431	269.99	1006.428	139.816	710.453	236.992	2358.632	644.224	266.158	1681.455	78.345	331.024	31.449	581.487	365.625	142.927	302.498	840.935	239.554	89.173	1081.65	302.596	79.556	138.148	327.436	478.936	805.456	232.379	1594.556	118.562	1525.905	1140.361	55.433	239.135	636.415	179.661	642.545	169.723	803.87	402.085	193.322	584.38	660.256	36.071	1151.258	230.182	1402.747	146.893	119.366	90.718	755.753
GO:0008863	25.426	13.908	50.638	222.205	11.271	34.701	128.836	14.795	1.632	53.341	0.608	50.954	34.61	685.235	6.144	56.456	93.601	56.456	45.633	48.937	393.645	93.601	18.646	59.202	218.071	523.61	13.741	11.247	12.044	26.822	5.172	315.106	55.471	13.297	21.261	1571.329	149.275	347.255	156.527	11.259	2	1.692	35.419	6.638	33.331	940.491	72.221	10.306	20.636	10.858	130.786	22.661	7.444	4.283	7.909	88.579	2.955	175.467	53.341	43.39	101.477	366.608	9.266	28.028	0	48.341	12.682	112.63	14.903	37.745	12.138	66.432	323.734	14.488	24.897	5.072	32.66	4	195.403	34.208
GO:0008864	437.924	836.142	608.006	99.113	119.71	219.942	27.583	185.917	66.397	239.759	391.558	13.854	11.273	507.448	247.069	202.426	1983.899	202.426	74.185	58.347	196.859	1983.899	237.244	699.543	2313.422	1552.138	189.098	498.151	542.962	1704.418	304.09	345.217	1852.295	1092.463	208.799	300.251	494.982	287.625	435.114	70.364	125.972	1137.782	48.919	107.441	40.843	491.286	143.241	257.475	77.902	163.146	106.631	15.01	2.445	48.479	170.312	716.353	29.674	1002.279	239.759	228.466	211.107	74.341	893.858	758.245	339.867	123.689	1505.432	1555.444	723.719	193.603	820.427	253.274	81.747	1010.529	102.767	77.491	139.611	61.633	46.059	87.721
GO:0008878	530.376	2452.959	430.696	10247.802	808.623	1040.213	886.619	2105.9	1082.704	261.032	238.442	688.656	690.191	266.16	793.231	495.281	1719.801	495.281	1161.054	1745.388	5751.252	1719.801	1622.255	1134.249	986.201	1327.635	2892.612	3817.55	10282.761	638.573	1098.603	3954.143	1214.864	2595.225	1328.094	10879.626	4492.376	2947.68	5840.073	413.976	1515.518	484.211	1137.539	804.158	320.354	1656.667	2797.053	932.948	765.934	2680.756	1627.909	198.119	92.242	1091.575	1029.582	2372.06	579.56	6084.686	261.032	2893.727	2487.583	317.311	671.988	2192.197	407.2	718.428	1441.849	2729.202	1590.639	359.474	1889.785	2121.905	180.333	4844.389	688.292	7458.953	779.69	404.768	318.117	1486.257
