Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
GO:0031625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.946	0	0	0	0	0	24.458	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.157	0	0	0	0	0	18.614	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.833	0	0	0	0	0	21.194	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.546	0	0	0	0	0	18.348	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031992	924.278	1152.753	2594.453	188.439	465.001	820.8	103.732	694.653	173.012	6621.894	743.28	269.621	334.534	460.876	1370.81	1477.558	4341.137	1477.558	530.194	1793.908	874.809	4341.137	1904.419	1511.439	3710.864	2718.823	1036.588	2127.542	1592.494	3895.395	6073.637	1902.211	4792.904	2807.703	626.795	406.461	1449.719	2046.282	1358.097	179.817	397.293	3130.455	570.394	727.9	2698.112	728.595	378.994	824.031	186.849	1023.349	158.694	480.698	669.349	773.935	919.078	2458.857	894.373	2230.891	6621.894	2438.971	478.98	80.188	2417.757	2307.305	1521.216	809.507	3440.334	3041.076	1743.267	426.911	2249.499	1696.361	97.002	2642.371	1853.425	933.884	1071.41	1476.179	242.27	449.08
GO:0032006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.678	0	0	0	0	0	9.725	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	5.208	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.224	0	0	0	0	0	34.766	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032049	1041.98	6648.672	1662.502	10418.947	1840.733	1889.548	1189.374	4084.477	2014.597	3593.595	1248.186	1129.028	1327.236	1075.955	1617.961	2497.971	4673.476	2497.971	1657.45	4713.011	7633.556	4673.476	3818.342	3529.732	4578.766	3578.429	4013.532	6074.997	10388.893	3714.551	4453.886	5225.769	5751.438	6875.234	1628.395	10989.491	3914.629	2690.526	7412.45	1256.21	2252.376	2007.621	1993.853	1770.195	2294.838	2169.423	2504.18	1071.778	1663.519	4529.696	2032.468	977.596	445.383	3976.474	2073.221	4986.39	1323.738	7556.325	3593.595	6648.422	2368.009	470.989	2237.175	4707.213	2284.395	2833.379	3856.688	3534.549	3267.528	1155.356	3811.041	4290.873	242.689	6114.823	2775.927	7499.719	2874.37	1697.266	626.283	2217.697
GO:0032155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.035	0	0	0	0	0	29.511	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.354	0	0	0	0	0	10.085	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.206	0	0	0	0	0	24.933	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.327	0	0	0	0	0	4.15	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032324	47.989	145.53	73.869	209.25	58.704	52.724	58.01	67.214	11.011	11.711	8.326	56.112	43.419	39.689	27.831	49.776	34.309	49.776	83.302	45.904	594.665	34.309	68.588	39.705	31.053	477.071	124.314	278.863	659.674	50.584	165.147	162.862	124.724	93.243	78.278	319.899	405.099	185.086	311.668	35.855	22.241	41.211	79.298	32.442	31.91	47.311	57.122	77.147	68.854	28.293	29.15	20.355	10.697	44.897	40.007	119.274	19.403	343.456	11.711	192.176	32.697	24.278	50.838	78.844	36.994	80.634	133.968	275.976	15.923	15.435	14.989	148.373	3.38	107.626	70.576	1182.547	88.144	34.717	124.058	102.775
GO:0032368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.411	0	0	0	0	0	6.051	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032403	1.745	0	1.751	7.002	0	0	10.415	0	0	5.215	0	0	1.751	92.238	0	1.751	0	1.751	0	0	6.937	0	0	7.005	15.753	33.045	0	0	0	1.751	0	5.236	1.742	1.745	0	78.308	6.987	17.458	0	0	0	0	1.742	1.742	0	94.301	3.443	0	0	0	0	3.469	0	0	0	0	1.751	19.161	5.215	0	27.807	86.802	0	0	0	6.931	0	34.465	0	5.23	0	5.197	52.497	0	0	0	3.503	0	12.196	0
GO:0032412	6.296	0	2.058	70.023	1.934	22.276	47.405	0	0	32.453	0	0	12.263	471.178	0	16.526	0	16.526	17.785	1.992	62.377	0	0	33.111	126.985	421.615	0	0	2.247	1.992	0	149.425	23.564	0	4.525	1076.897	77.063	208.461	0	0	0	0	16.936	4.295	4.303	695.176	31.347	0	21.81	0	34.078	4.051	2.079	1.927	11.936	6.034	0	92.849	32.453	15.792	86.564	259.6	2.262	0	0	10.311	0	4.158	0	30.685	0	29.806	275.709	1.942	5.976	3.972	8.084	0	103.436	6.793
GO:0032434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	2.711	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032440	19.608	40.578	25.975	3036.792	133.554	44.968	31.957	71.478	42.459	13.649	18.543	41.463	27.805	0	78.236	51.035	120.628	51.035	207.28	138.338	118.046	120.628	143.167	58.346	0	455.091	255.679	508.251	1650.528	22.233	281.998	333.837	73.301	235.038	197.182	587.079	129.639	22.394	601.555	40.492	122.252	98.781	192.538	79.665	73.217	42.253	155.55	93.504	181.352	56.319	33.396	16.747	8.577	58.702	136.614	73.349	33.995	293.571	13.649	130.344	178.65	1.582	87.064	168.525	76.182	1525.846	182.922	440.616	54.313	379.079	247.738	151.858	2.987	102.043	96.093	2504.096	136.454	95.308	12.352	747.962
GO:0032482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.905	0	0	0	0	0	4.616	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.728	0	0	0	0	0	92.813	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.739	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.185	0	0	0	0	0	9.289	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.664	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032955	62.802	1535.074	208.459	6095.606	270.829	299.787	191.474	1031.053	806.263	78.625	43.182	222.609	184.888	347.987	283.731	97.955	277.976	97.955	344.655	775.279	778.698	277.976	740.366	334.177	209.96	408.183	1517.607	1031.965	4197.083	340.798	420.796	1631.753	110.113	510.386	235.944	6329.253	669.075	424.768	1131.587	16.943	459.964	149.51	448.879	444.949	113.95	1396.055	1898.971	150.684	25.104	827.354	796.749	41.748	6.135	1397.421	354.867	1264.14	130.777	3437.919	78.625	471.552	706.854	263.588	258.409	626.127	142.113	229.825	60.322	275.005	1025.763	78.342	1228.514	671.873	176.555	2334.094	255.151	1158.574	124.054	123.107	224.306	177.087
GO:0032968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.149	0	0	0	0	0	18.944	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033037	7.199	0.938	10.971	7.366	7.584	14.918	14.706	0.506	0	29.402	3.736	2.684	1.241	224.189	0	5.805	0	5.805	24.521	1.009	27.312	0	0	2.208	28.158	490.213	41.696	0	2.182	2.302	0	198.291	5.67	24.296	1.919	1156.394	127.003	230.638	3.22	0	0	1.402	10.77	5.575	1.331	103.72	18.117	1.457	9.265	2.184	0	0	0	8.704	6.397	2.917	0.506	25.691	29.402	7.663	27.749	134.884	13.899	4.171	0	5.041	0	2.201	2.21	25.583	7.005	25.967	24.05	14.103	0	0	15.642	0	67.858	28.579
GO:0033108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.887	0	0	0	0	0	13.867	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033179	243.535	1157.506	569.702	1136.739	490.137	170.587	252.239	206.277	84.822	208.268	229.893	163.622	246.758	238.814	269.041	541.661	2525.893	541.661	752.87	365.701	2790.584	2525.893	496	1088.761	1857.658	1428.3	737.437	564.128	1111.416	988.229	152.21	765.272	1814.9	1048.895	604.085	854.898	2740.37	2451.877	552	168.122	347.682	767.74	359.782	328.724	113.035	208.533	606.918	180.736	156.231	372.567	239.327	44.392	38.772	260.571	349.501	284.546	64.936	790.613	208.268	789.627	606.006	91.927	386.475	1485.541	316.405	313.77	1291.109	1551.407	461.909	230.495	492.277	608.342	13.762	950.737	143.48	1910.112	1009.585	154.077	252.434	389.73
GO:0033180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947	0	0	0	0	0	3.877	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.029	0	0	0	0	0	31.05	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033281	1372.358	2964.235	1752.369	4124.227	953.351	931.808	281.676	993.79	497.967	873.597	1166.388	162.401	287.298	1624.708	1790.669	1560.668	4945.715	1560.668	641.614	1006.025	1765.048	4945.715	1472.281	3942.68	5867.495	4984.005	1698.539	3844.32	5308.803	5257.316	1272.007	3120.453	5926.685	4538.913	1076.062	3283.632	1870.039	901.545	4478.377	417.277	1033.141	3333.927	553.344	875.21	338.795	1955.156	591.331	1070.927	750.388	1159.862	755.928	177.022	77.693	166.257	967.633	2891.281	135.171	5172.171	873.597	2853.979	855.147	604.18	2629.218	2567.372	1271.505	2107.58	5305.979	3706.417	2410.427	1148.507	3024.779	1833.664	478.66	3922.931	661.647	5244.04	1881.111	479.278	497.164	1317.701
GO:0033290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.053	0	0	0	0	0	8.443	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033293	3.494	0	3.162	21.558	0	5.33	32.87	1.084	0	15.374	0	0	0.542	153.899	0	6.485	0	6.485	0.874	1.62	27.454	0	0	16.104	63.206	157.047	0	0	2.492	1.961	0	34.69	3.791	0	2.825	455.661	45.306	90.376	0	0	0	0.536	5.857	0	0.871	300.355	7.481	0	2.158	1.418	17.275	1.406	0	2.827	3.707	6.338	0	45.745	15.374	2.828	30.826	116.848	3.481	3.238	0	11.834	0	3.455	1.078	6.528	1.394	6.502	102.096	1.618	0.875	2.629	9.311	0	37.105	1.419
GO:0033468	421.46	700.254	561.097	1494.899	245.321	213.811	93.781	303.119	108.107	2262.237	266.764	55.641	144.862	326.517	205.152	467.94	1696.79	467.94	281.758	1353.792	573.999	1696.79	1069.112	1310.314	1738.328	1816.779	498.977	1833.712	1511.791	1371.19	2743.749	960.163	1558.731	1261.777	320.067	715.78	509.485	307.023	584.013	112.75	222.567	1015.239	378.651	438.607	1231.221	347.545	117.46	251.525	101.249	515.816	62.483	133.402	197.551	677.369	551.155	1153.445	396.51	1332.792	2262.237	2840.488	318.418	44.261	1065.207	724.605	418.417	1019.603	1712.657	1698.435	684.043	416.451	866.959	1100.552	35.736	871.655	969.951	445.477	270.927	540.407	162.886	435.025
GO:0033573	27.308	173.686	14.628	370.112	3.088	10.269	44.75	12.835	16.016	19.489	0	5.965	1.892	134.789	0	5.102	0	5.102	19.039	12.832	145.371	0	3.022	43.414	38.331	152.716	75.329	736.707	704.603	14.662	0	15.547	22.613	75.888	2.311	314.999	193.698	102.453	21.484	0.61	81.95	0.528	16.772	120.84	43.634	268.442	41.203	1.204	1.869	5.102	1.222	3.431	52.81	17.366	201.779	10.907	56.27	196.701	19.489	1340.555	27.243	119.43	4.628	37.833	0	24.299	2.427	762.519	1.753	67.243	1.185	42.19	86.827	25.913	39.629	2.559	46.787	2.902	131.337	20.354
GO:0033588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.129	0	0	0	0	0	4.554	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033739	715.519	1933.216	673.94	2279.838	434.886	582.166	407.604	805.897	177.605	2917.306	366.907	565.886	345.803	501.347	1064.123	469.84	2356.229	469.84	523.19	1344.139	927.213	2356.229	1088.354	1560.627	2303.827	2223.853	904.396	2051.36	2064.115	2040.372	3354.109	852.709	2143.936	1310.857	276.851	747.751	925.481	429.859	1933.652	80.709	341.223	1256.415	641.746	370.545	1642.899	937.791	393.132	463.659	96.892	1656.617	116.116	430.95	588.103	1378.49	567.721	1406.916	660.382	1396.442	2917.306	3250.129	1486.585	201.055	1256.124	1334.535	602.406	1269.001	2001.166	2385.815	742.905	527.739	1086.645	1452.227	248.225	1358.062	1343.426	847.382	780.14	822.067	271.618	1144.124
GO:0033743	67.271	463.485	360.577	2756.599	93.42	127.224	89.994	171.045	50.887	215.357	191.531	79.594	38.73	546.409	146.182	29.591	1245.672	29.591	255.725	227.904	570.25	1245.672	157.073	361.851	1290.355	1539.355	309.972	877.034	1014.688	578.77	73.808	743.374	766.566	281.023	396.069	510.59	977.42	749.501	369.871	77.474	145.898	49.527	144.739	212.737	86.835	320.753	171.735	64.352	64.66	67.379	90.965	23.335	76.905	42.434	248.296	388.828	77.338	507.492	215.357	1496.115	609.091	192.225	391.762	1033.057	138.229	1169.928	268.081	1188.771	173.848	447.798	455.538	449.484	74.193	172.378	194.547	814.431	833.294	34.039	401.223	966.177
GO:0033817	705.002	1522.41	499.318	4881.58	879.379	993.509	593.698	1363.829	580.574	3968.552	338.444	825.113	1057.176	69.079	2364.457	684.251	1219.853	684.251	956.947	2004.03	2489.303	1219.853	1877.807	1263.448	823.55	1506.822	2027.823	2762.779	5014.768	1139.587	4561.383	2049.792	1396.276	1672.173	1359.38	4642.354	2347.726	1653.896	2910.26	261.371	754.723	883.679	1063.278	864.395	2084.39	935.265	1102.037	624.842	386.067	1869.043	508.672	583.563	959.379	1036.631	1077.663	2079.929	911.24	3099.646	3968.552	3060.404	1541.267	154.25	1340.327	1218.841	513.145	986.923	1681.184	2385.968	1227.604	443.281	1280.286	2162.543	29.087	2433.446	1718.617	4072.311	489.709	1185.312	108.502	1178.904
GO:0033818	964.791	1973.24	1360.861	4369.514	636.598	841.415	454.28	1232.608	434.291	4343.806	995.225	516.065	445.089	641.958	1055.679	1004.406	4840.336	1004.406	913.447	1910.062	2375.651	4840.336	1856.467	2676.619	3866.528	3124.029	1965.042	3116.912	4634.277	3650.337	4712.909	2514.831	3891.05	3044.626	805.416	3207.057	2202.226	1259.825	3287.122	259.507	811.671	1644.244	785.525	770.12	1887.739	1063.641	1205.317	839.849	290.828	2080.59	575.36	450.3	538.379	776.748	1118.365	2481.388	817.953	3532.604	4343.806	3341.763	1424.982	223.379	1923.735	2954.971	981.244	1317.889	3519.955	3455.665	1963.53	631.247	2417.823	2266.822	70.618	3410.68	1799.785	2932.01	2131.751	1134.775	487.557	1176.752
GO:0033819	530.832	638.754	557.205	1379.77	217.087	263.447	4.766	119.912	109.85	407.766	396.269	7.681	26.479	266.23	361.367	527.872	1917.79	527.872	303.876	181.722	585.217	1917.79	288.512	1563.142	1768.021	1486.793	335.555	491.066	652.561	1612.569	406.208	854.172	1768.481	1151.488	315.064	79.34	225.415	114.812	393.696	109.584	171.052	1525.484	99.49	206.943	53.037	387.54	164.609	442.397	108.955	400.286	93.075	19.508	6.857	47.268	228.302	899.26	29.289	1002.286	407.766	230.557	224.35	19.358	1010.896	1145.079	536.849	764.845	1812.13	1630.648	743.208	420.9	992.591	311.239	29.073	1104.002	163.684	650.331	872.333	125.644	202.254	393.169
GO:0033856	656.486	841.201	674.063	1231.612	265.999	280.957	14.658	141.655	81.572	412.873	366.298	2.996	16.432	415.866	288.499	415.334	2209.856	415.334	222.585	199.63	732.217	2209.856	301.172	1718.488	1735.585	1632.395	340.556	503.119	598.156	1562.202	483.353	1105.303	1942.062	1324.867	397.998	227.168	551.429	350.272	649.221	113.767	170.8	1277.141	150.846	217.215	64.287	533.957	170.348	423.144	104.738	445.905	94.028	7.478	4.463	26.812	347.134	1080.754	31.394	1032.181	412.873	267.562	322.479	55.607	1281.363	1203.942	578.797	781.772	2065.569	1435.203	883.019	438.688	953.521	421.7	80.749	1076.497	211.858	601.962	804.446	144.741	173.253	407.76
GO:0033862	717.58	1807.716	938.082	4825.992	744.153	703.904	442.236	1450.793	475.343	4971.668	507.689	516.026	521.969	568.259	1063.733	816.057	2852.297	816.057	712.031	1463.218	2325.33	2852.297	1750.871	2370.661	2332.843	2523.371	1858.389	2701.3	4505.454	1964.352	4389.802	2331.355	2938.783	2371.321	974.088	3828.78	2153.58	1389.646	2687.132	238.91	775.622	1759.85	789.975	820.983	2279.033	1143.08	1308.361	654.858	343.502	1765.34	718.207	494.446	625.358	755.853	1043.49	2168.413	900.653	3177.703	4971.668	3361.963	1290.685	256.167	1473.702	2070.563	711.212	964.342	2585.435	3273.473	1605.914	600.312	1842.657	1593.159	163.069	2869.106	1909.483	3465.671	1402.234	1143.399	417.675	1051.54
GO:0033897	7.104	4.121	0	24.473	1.294	7.917	43.688	0	0	12.888	0	4.5	5.964	126.265	1.321	0	0	0	2.621	5.815	16.641	0	0	14.456	39.793	154.833	0	0	0	1.319	0	5.406	0	2.639	0	573.257	69.656	90.8	37.549	0	0	0	10.69	0	1.319	326.316	7.143	0	0	1.321	0	1.311	0	9.406	2.633	20.58	0	40.885	12.888	3.947	29.245	144.494	0	0	0	5.549	0	2.109	8.82	3.951	2.825	16.339	65.611	0	2.915	4.224	9.505	0	34.011	5.575
GO:0033961	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32	0	0	0	0	0	0	0	0	0	0	1.054	2.121	0	0	0	0	0	13.726	1.059	0	0	15.868	0	2.121	0	0	0	0	0	0	0	0	0	0	0	0	6.289	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0	3.181	0	0	0	0	0	0	0
GO:0033971	2.747	159.595	0	10.93	69.737	8.104	41.015	0	0	24.041	39.971	0	0	148.923	0	276.836	0	276.836	0	76.633	357.449	0	0	509.858	19.356	104.221	2.77	0	2.747	2.732	0	42.728	5.65	0	5.473	314.541	5.495	52.329	99.449	0	0	0	71.313	0	0	213.221	40.153	0	8.39	302.166	12.093	2.46	0	0	2.703	2.747	0	35.494	24.041	0	21.739	68.338	0	6.36	104.589	5.472	178.748	0	0	0	2.732	34.263	81.116	3.584	0	2.747	5.51	24.794	35.573	2.747
GO:0034023	785.462	3069.176	695.782	4872.758	551.548	1110.81	368.042	1487.134	380.488	4502.24	500.584	721.523	656.505	503.942	2504.47	779.68	2562.294	779.68	440.246	1886.222	1998.094	2562.294	1515.772	1744.287	2249.865	1916.987	1863.016	2395.626	4206.563	1605.362	4571.339	1901.009	2445.042	1841.397	885.992	3831.887	1622.856	1271.782	2919.967	269.271	713.927	1265.19	830.071	682.271	2211.522	937.57	1144.992	668.603	359.885	1755.574	501.001	628.696	944.91	602.19	953.626	2327.021	1108.534	2849.649	4502.24	2862.53	1459.559	214.109	1652.224	1941.413	634.358	1254.973	2054.447	3667.66	1430.795	565.507	1568.976	1634.212	90.561	2307.826	1982.361	3365.439	1226.971	1396.994	298.552	988.983
GO:0034028	31.581	128.416	9.58	178.068	25.062	11.407	47.33	24.777	14.669	55.234	22.793	7.581	9.402	96.464	6.601	21.722	15.24	21.722	69.497	105.38	341.254	15.24	21.358	117.582	47.265	129.691	74.234	83.438	137.359	26.564	57.355	184.626	151.376	129.439	26.329	388.911	112.575	129.232	92.289	27.577	22.669	21.898	51.296	84.236	7.353	179.923	41.995	17.168	10.321	16.031	6.598	21.75	3.78	32.617	102.986	47.248	1.872	168.179	55.234	130.181	186.615	161.19	38.717	15.841	35.568	50.387	84.344	264.49	25.556	53.391	32.129	83.851	62.581	21.565	31.305	0.991	84.898	15.836	38.062	23.367
GO:0034227	155.317	804.855	240.118	3462.785	285.337	342.197	410.976	675.644	342.184	97.643	94.224	334.121	281.297	272.693	243.163	210.534	561.339	210.534	488.136	418.816	1617.538	561.339	451.69	416.685	442.356	614.425	1034.271	1235.241	3168.156	162.168	256.494	1242.324	466.227	748.264	643.383	3934.825	1707.165	1218.564	2231.981	135.441	495.756	148.821	512.766	301.795	138.028	978.872	908.674	371.352	405.943	968.591	511.307	76.347	38.186	425.831	361.492	925.188	208.81	1987.159	97.643	801.506	1047.932	324.102	268.683	792.867	132.038	334.371	481.549	856.928	526.185	144.641	622.176	671.448	214.735	1473.948	221.191	2984.794	228.103	172.241	266.852	703.121
GO:0034257	504.509	1000.076	599.429	156.426	408.206	328.628	470.19	353.834	94.053	3479.934	357.943	147.451	209.545	517.663	617.196	886.818	2061.44	886.818	396.502	814.065	1141.424	2061.44	928.367	1828.046	1934.784	1408.433	914.18	1107.959	895.047	1683.928	3155.576	978.076	2507.165	1535.015	375.294	475.854	968.29	944.673	558.424	112.745	222.525	1245.676	415.559	413.907	1806.832	510.437	283.26	276.085	113.904	633.728	72.672	245.289	300.983	482.138	575.649	1021.058	485.019	1210.562	3479.934	1225.595	683.557	174.845	1160.731	1204.513	497.911	535.967	1899.011	1488.19	903.795	328.167	906.517	1022.663	85.378	1179.184	1233.291	755.248	952.488	1023.707	154.431	277.304
GO:0034308	47.483	156.85	67.104	410.788	16.731	114.339	263.04	68.986	7.758	108.919	27.873	22.844	41.796	1398.986	30.817	53.597	233.312	53.597	82.932	201.104	390.156	233.312	424.18	118.884	480.434	2274.909	53.602	31.527	155.442	69.431	18.371	420.653	66.846	64.535	41.442	4349.72	952.664	2130.444	98.309	66.488	25.439	69.063	101.928	47.984	48.115	2458.796	234.831	13.751	82.296	113.202	112.818	16.239	6.612	67.673	51.425	63.301	9.95	515.856	108.919	244.369	300.564	951.302	41.17	94.947	28.95	205.505	64.269	328.508	57.093	106.551	49.92	120.174	1005.475	42.592	45.35	100.421	215.606	31.804	470.731	42.953
GO:0034314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.807	0	0	0	0	0	4.336	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.132	0	0	0	0	0	2.689	0	0	0	0	2.454	0	0	0	0	0	0	0
