Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
K05520	26.7184475425	0	20.8565967626	0	0	0	0	0	0	0	0	0	0	15.487373242	0	0	52.9329903994	60.2621465045	17.8886056925	0	0	0	0	0	21.2742499194	11.1109549349	17.3961149687	0	0	0	0	0	0	23.7876571306	0	0	0	182.106645701	12.5831531135	0	0	233.8101561499	0	0	0	0	0	908.6433811959	127.6501810216	15.155193233	0	0	0	0	0	0	0	0	0	26.9227749737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6538439687	0
K05523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4593114392	89.4233976928	0	0	0	0	0	0	0	0	24.7031282019	0	0	0	0	0	0	0	0	0	0	166.0804012108	0	0	0	99.9683817354	0	0	0	0	0	369.748195423	89.4177793381	0	0	0	0	0	0	0	0	0	0	30.5138377961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.135889505	0
K05526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9981342187	31.533584012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.2020042331	0	0	0	90.3659966918	0	0	0	0	0	371.2279766441	62.0217659569	0	0	0	0	0	0	0	0	0	0	31.534130215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9878531482	0
K05540	0	0	0	0	0	0	87.2230662758	0	23.4439455905	0	0	0	0	0	0	0	24.5369109882	38.1215939986	42.782870956	39.3084497426	0	0	23.1078344897	43.5995129236	120.580165468	0	22.1205635619	0	0	0	0	0	0	38.0715980577	0	0	0	173.6787660387	57.0991335752	0	0	108.3939094916	0	0	0	0	0	656.9331240703	57.819263196	36.5552662874	0	0	0	77.0514299703	0	0	0	0	50.6984726729	31.4888587138	0	0	58.5930849161	27.4943317896	0	0	0	0	0	0	0	0	0	0	38.5543910543	0	0	0	0
K05589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.8269586722	0	0	0	46.6558887691	0	0	0	0	0	491.6484335043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.01648116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5474686693	0	0	0	106.1660357266	0	0	0	65.6730067661	0	0	0	0	0	700.1064030379	44.5823998864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.1800960024	21.3007682076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.2980827531	0	0	0	100.5698152972	0	0	0	0	0	470.9650528653	64.910056675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.485426297	0
K05596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.4039904465	0	0	0	42.7663830021	0	0	0	0	0	398.4667758477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05685	23.9278621226	0	16.0690234209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9565641463	0	0	0	0	0	0	0	0	35.5935712108	0	0	0	0	0	0	0	0	22.9348520956	0	398.3895950755	57.5741275561	0	0	1577.6184997207	0	0	0	0	0	1154.5181456351	78.6749655149	0	0	0	0	0	0	0	0	0	0	18.2879691743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1817431563	0
K05708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2273009858	66.955444476	0	0	0	0	0	0	0	0	23.0643722714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.6024723569	0	0	0	0	0	381.6643885549	121.2626194424	0	0	0	0	0	0	0	0	0	0	33.4766125522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.7675949026	0
K05709	25.9282391393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9401833783	51.8922950911	25.9361913623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.7527335767	0	0	0	0	0	299.349794435	67.8444227084	0	0	0	0	0	0	0	0	0	0	17.9561355377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05710	26.3485713896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.801980198	49.4615250999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1943278092	0	0	0	0	0	0	0	62.6846298258	0	0	0	0	0	270.5735718222	131.9046378322	0	0	0	0	0	0	0	0	0	0	36.2602768642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.0623289586	0
K05711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.1240914584	0	0	0	0	0	178.5895480285	56.5943121179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.244634704	46.1310246405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.0532926301	0	0	0	111.0882267212	0	0	0	0	0	468.6240531951	65.5578062454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.6340822376	0
K05713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6138342322	0	0	0	0	0	248.0687254549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7994571366	43.8897681842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.7032332292	0	0	0	131.5537637817	0	0	0	0	0	400.5687235117	67.9692533125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9178147999	0
K05774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.3359548771	0	0	0	59.1784066439	0	0	0	0	0	276.8099493983	25.9347228547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.4690753576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.1656849715	0	0	0	66.907954898	0	0	0	0	0	473.3770086575	51.7953370529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1281211969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.3884918438	0	0	0	47.794779726	0	0	0	0	0	249.7152947106	37.3397993484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.9139140611	0
K05778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.656681004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.9399246604	0	0	0	55.2780321027	0	0	0	0	0	135.9514379436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.4512466093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.9793464765	0	0	0	41.6142430422	0	0	0	0	0	257.8553258725	52.6664959542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0706951234	0
K05780	12.0333119036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3460486046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.8668919293	0	0	0	53.942521724	0	0	0	0	0	455.1279228234	32.6846934462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9263856489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.7160738561	0	0	0	38.1623673661	0	0	0	0	0	295.4143659775	38.2054983376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.794369813	18.0845839445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1493356576	0	18.0530059619	0	126.1955324772	0	0	0	74.6215892991	0	0	0	0	0	885.4486269949	38.4626040225	0	0	0	0	0	0	31.5426548013	45.3338303126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3293683653	0	78.8877749415	0	0
K05787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0990840673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9750559561	0	0	0	129.1547911166	0	0	0	50.0982548165	0	0	0	0	0	682.2502914187	68.5299775809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.704293842	0	0	0	59.6189334657	0	0	0	0	0	990.1923336743	59.7738665628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0105508527	0	0	66.5807876334	0
K05790	38.7492570855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5481289858	69.7740730586	24.2259028007	0	0	0	0	0	0	0	26.1728693343	0	0	0	0	0	0	0	0	0	0	200.6621193517	20.346118459	0	0	203.5410625582	0	0	0	0	0	708.954613036	118.2247612668	0	0	0	0	0	0	0	0	0	0	38.759021772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.4611414199	0
K05794	22.9131828554	0	0	0	0	0	0	0	0	0	0	0	0	16.803138786	0	0	29.4550303795	73.7575244459	31.5755411134	0	0	0	0	0	36.0399979654	0	0	0	0	0	0	0	0	0	0	17.8170774307	0	155.6720308062	19.9838940245	0	0	120.033392137	24.009688131	0	0	0	0	723.3231118059	107.2632448581	33.8363970174	0	0	0	0	0	0	0	0	0	29.4965178821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9809765321	0	0	50.5378365153	0
K05796	0	0	0	0	0	0	0	0	0	0	0	0	0	12.346545774	0	0	28.1362923427	54.7490231023	15.8211291095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.483139443	26.192958705	0	0	170.5009531018	0	0	0	0	0	625.3541582187	126.8281932553	0	0	0	0	0	0	0	0	0	0	36.8125451249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9542341385	0
K05798	20.4956788796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.4956017346	41.2159801332	24.0844029373	0	0	0	0	0	18.4328464167	0	23.5476488673	0	0	0	0	0	0	14.5605262859	0	0	0	202.2568611301	20.7377739665	0	0	194.4881970112	0	0	0	0	0	813.0555136057	121.7433579154	0	0	0	0	0	0	0	0	0	0	35.3794117957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.3551493504	0
K05800	22.7023000467	0	8.4819806273	0	0	0	0	0	0	0	0	0	0	15.1561372891	0	0	29.3629884311	57.3460391677	19.958255734	134.9757592835	164.4199834183	0	0	0	21.9091992506	0	133.1645635876	0	0	0	54.9916884904	0	0	25.4697964517	0	0	13.6829118109	177.143927347	14.1358603152	0	0	103.3268168226	0	0	0	0	0	594.7743551868	109.8321629294	0	0	0	0	0	0	0	0	0	155.4817554655	52.3451008007	0	9.4095274625	0	0	0	0	0	0	0	0	0	0	0	0	26.2059288349	15.5555555556	0	27.3591080263	0
K05802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.103057532	20.2959513419	19.1062417328	0	0	0	0	0	0	0	14.0396412229	0	0	0	0	0	0	17.9562673211	0	0	0	85.173871159	0	0	0	65.116120501	0	0	0	0	0	684.9036348008	52.5154196436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4860844652	0
K05803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6636498589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.362256271	0	0	0	73.7705741622	0	0	0	0	0	540.6918937158	36.8764861642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.6276941874	0	0	0	58.6142830675	0	0	0	0	0	993.2023927221	52.2083400774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2578584313	0	0	0	0	0	0	0	0	0	0	0	0	0
K05805	22.6161274418	0	0	0	0	0	0	0	0	0	0	0	0	12.4062368659	0	0	25.0163298741	22.2366205735	10.2169513154	0	0	0	0	0	15.8337274188	0	12.2016968374	0	0	0	0	0	0	27.0513746853	0	12.2458871476	0	145.4028377776	8.42677195	0	0	105.6134801314	0	0	0	0	0	915.4853571051	50.7059928427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2533132677	0
K05811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3939138047	12.6447331924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.37370174	0	72.1489498355	0	0	0	68.4635379481	0	0	0	0	0	695.8621137091	34.0745608577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05812	27.556265663	0	0	0	0	0	0	0	0	0	0	0	0	17.8048640626	0	0	37.095891925	38.6541700248	0	0	0	0	0	0	0	0	27.4889462234	0	0	0	0	0	0	0	0	0	0	130.5714572888	26.2939106977	0	0	166.5619088783	0	0	0	0	0	486.0348820175	144.2905345318	0	0	0	0	0	0	0	0	0	0	42.5841927787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.2763366847	0
K05813	15.9510758255	0	0	0	0	0	21.4584659704	0	0	0	0	0	0	0	0	0	18.3354679314	26.2334875507	0	0	0	0	0	0	29.1380282384	0	0	0	0	0	0	0	0	17.2073155258	0	0	0	105.0762614223	41.7565882547	0	0	58.3914542292	0	0	0	0	0	584.7521265244	38.1800002292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05816	0	0	0	0	0	0	32.2797165624	0	0	0	0	0	0	17.8145127622	0	0	25.8166205271	50.7112941598	0	0	0	0	0	0	0	0	31.7482975294	0	0	0	0	0	0	68.429418062	0	29.2992551481	27.2542304759	125.6406975728	51.5879156211	0	0	71.7269973078	0	0	0	0	0	632.1826138624	63.0764254376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.6833317815	0	0	35.7173446698	0
K05817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9569650137	43.3633755591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.9420182812	0	0	0	0	0	280.7829573677	111.8617566706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.0763536667	0
K05818	25.2654994337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.3880014982	44.4781623167	23.9826376047	0	0	0	0	0	0	0	15.5841752426	0	0	0	0	0	0	0	0	0	0	119.2402136544	0	0	0	196.756159671	0	0	0	0	0	492.6001570562	69.4319537367	0	0	0	0	0	0	0	0	0	0	22.0184818389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.505029553	0
K05819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6412842235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.66715321	0	0	0	87.5832003691	0	0	0	0	0	263.1916797053	37.321270986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3846811979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.8074056367	0	0	0	68.141924478	0	0	0	0	0	348.3311140823	43.9462101968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0446656521	0
K05823	0	0	0	0	0	0	70.8029104805	0	38.3320293293	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7126523375	47.2381143373	32.2394632702	0	0	0	0	0	0	0	0	0	0	0	0	68.0469553741	34.4573344756	0	0	103.830297185	17.9225400349	0	0	0	0	0	0	0	0	0	0	34.9712233319	0	0	0	0	132.8312670701	0	0	0	66.2606282961	0	0	0	0	0	0	0	19.7078772947	0	0	0	19.7073425858	0	0	0	0
K05834	43.0453837854	16.5810113952	0	0	0	0	0	0	0	0	0	0	0	18.2138312622	0	0	67.8897892117	97.6797583751	28.1923988413	0	0	0	0	0	16.5276472085	0	33.1233574481	0	0	0	0	0	0	28.0904056238	0	21.476849411	0	248.1671835023	19.8560465608	0	0	230.2461648445	0	0	0	0	0	780.3469005717	155.7150876387	0	0	0	0	0	0	0	0	0	0	43.0690941089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2011714965	0	0	46.4075951751	0
K05835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8410768547	0	0	0	82.4682909035	0	0	0	59.3410258284	0	0	0	0	0	500.6504554884	37.9033271777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1104832864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.9425324	0	0	0	89.8066456498	14.8639796745	0	0	0	0	354.1203620892	32.2160041459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0418064089	0	0	0	0
K05839	36.5276708109	0	0	0	0	0	0	0	0	0	0	0	0	10.2653176091	0	0	32.6530652077	57.3251311022	31.309945691	0	0	0	0	0	0	0	43.8174381594	0	0	0	0	0	0	0	0	41.536608307	0	488.309481235	25.1747460221	0	0	251.8592135094	0	0	0	0	0	493.8685794497	136.7935323936	14.8414906968	0	0	0	0	0	0	0	0	0	99.5740912532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.4858677808	0
K05844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3596032509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0799345958	0	0	0	45.557627017	0	0	0	0	0	375.6602627932	32.7146126889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05845	11.068635443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.9785167482	37.7433789054	25.34795817	0	0	0	0	0	19.9649454291	0	0	0	0	0	0	0	0	18.9803749882	0	0	0	112.8107464513	14.4944284292	0	0	205.4722906359	0	0	0	0	0	721.2662327375	69.5554525064	0	0	0	0	0	0	0	0	0	178.890270346	16.6245365939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3396049153	0
K05851	21.830458533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.8094990383	45.6260506763	0	0	0	0	0	0	0	0	17.1729942764	0	0	0	0	0	0	27.3055955585	0	0	0	185.6276712856	17.1569056267	0	0	135.634570479	0	0	0	0	0	1012.1972869331	76.0210569569	0	0	0	0	0	0	0	0	0	0	35.0573419979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.8251623251	0
K05874	8.9763620436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2735787811	24.6527589692	6.2357126216	0	0	0	0	0	12.4803407925	0	0	0	0	0	0	0	0	0	0	0	0	52.8347754622	7.3517352692	0	0	72.8546092552	0	0	0	0	0	142.769194184	43.0954681692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7966936308	0
K05875	12.8745875477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4827023637	36.2037724633	12.551805191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.8559492934	0	0	0	89.5379804608	0	0	0	0	0	204.7391770841	50.9414095871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4681198877	22.4288460891	24.268573578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.9844207211	0	0	0	0	0	240.3288560826	60.3696183659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7088419329	0
K05877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3551927475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.6440209513	0	0	0	0	0	181.7140917285	71.9206288036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8200626348	0
K05880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2373344059	28.7749445079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.9053881259	0	0	0	102.0164906378	0	0	0	0	0	1377.4967557732	64.3531319155	0	0	0	0	0	0	0	0	0	0	22.4933744376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.4837361353	0
K05881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.3735507811	44.7730943054	0	0	0	0	0	0	0	0	26.2863607554	0	0	0	0	0	0	0	0	0	0	149.0831485345	19.1836259615	0	0	148.2247347699	0	0	0	0	0	562.9582788806	90.9374157869	0	0	0	0	0	0	0	0	0	0	27.7123599993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.7960884079	0
K05887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3881486804	26.254415032	39.9478325936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.5695132773	0	0	0	119.8409093343	0	0	0	0	0	342.4528380197	82.1839917111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.6425785884	0
K05910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.321152442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.9123241718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.6596473542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05916	26.4264499436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.067262136	62.1802650399	35.7948850035	0	0	0	0	0	0	0	31.5314808581	0	0	0	0	0	0	22.6842810561	0	0	0	214.7493626272	23.8691745177	0	0	158.5390636407	0	0	0	0	0	656.3699707152	134.6885699029	0	0	0	0	0	0	0	0	0	0	29.8675332328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1002012422	0	0	50.2838619259	0
K05921	8.5011896729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.4724844353	0	0	0	0	0	0	0	0	0	17.2328672939	0	0	0	0	0	0	28.0718567414	0	0	0	37.1396616468	0	0	0	166.6615109426	0	0	0	0	0	504.8668566182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2484765333	0	0	0	0
K05964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7202520942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.852127308	0	0	0	114.0657372165	0	0	0	0	0	305.899781171	0	0	0	0	0	0	0	0	0	0	150.2223639507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05966	16.9642394396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7801189646	27.9602014238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.2468484967	0	0	0	162.8349732087	0	0	0	0	0	371.6244072554	49.9403298584	84.8445880009	0	0	0	0	0	0	0	0	113.8291514641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05982	25.9599188092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.0375679466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.9320956895	0	0	0	112.9785529298	0	0	0	0	0	453.6211418673	58.0238924399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.5420632149	0
K05984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8955987423	20.7921788576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.5376613316	0	0	0	73.838476807	0	0	0	0	0	338.7787349119	73.8251192184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06006	22.3197165146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.3944575756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.5523586536	0	0	0	89.0830396241	0	0	0	0	0	624.0772460048	66.8424540441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
