Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
K03216	167.8357456593	154.9953567626	93.3575939735	49.7023698058	83.234939383	103.7388686328	165.9380624273	555.8529603099	204.9818044184	25.1401708775	87.3426185337	83.2026318818	51.4105679366	52.0378625788	130.8768639979	320.8010357061	33.5581619723	200.1683966241	53.4611655844	332.3737868824	356.7566643161	68.4153163323	275.3693493723	260.1844215315	772.1803415791	128.0614778948	118.3915749718	267.3848537256	145.6577699229	389.7040455741	104.0860475778	110.8742575419	101.5284708856	477.8659706952	254.7603215482	199.1932947942	288.0189751909	1178.2443119875	432.6217679018	53.9068324832	54.4487308033	191.5223306977	358.1275058669	0	85.3589094257	45.4867993068	51.7232347497	895.176442121	190.6753780722	322.892954864	30.9254374586	130.785195999	211.7782932055	161.3641305439	42.5675601777	151.4802854796	164.41649388	108.3023218834	345.4565527258	99.9068113738	58.7194443313	58.600529946	287.062242678	224.0469696626	82.6094846464	60.7598585661	217.476862375	98.3135617473	130.6047601302	155.3554698736	289.3701243897	292.429798102	332.157923477	259.6468620865	286.7652825689	210.8499930426	155.2729200412	40.0052527023	68.7155888609
K03217	128.9900107405	142.5285694828	506.9036971337	66.774768611	104.6751953751	104.149744575	161.4392138157	807.5634420911	318.7379602834	400.0112329185	90.2600419019	124.8907950729	117.3968391613	51.3124958599	178.6282193756	224.5503515567	51.9348080299	138.8039516886	218.7637646032	303.2993716324	248.1810492603	209.3478301805	279.5296831409	184.7109417726	240.1370484134	309.2347232329	510.1278847208	354.6571283349	503.6864423233	374.5202177526	616.337232687	441.6016572292	351.8502465078	454.909841315	275.46616414	97.5204251103	237.7817433971	1283.7490236672	244.1417420159	27.9939879918	78.8401293291	338.056234955	105.5623943028	287.800175575	118.8411214517	72.9945617845	126.2955757951	1173.4198133267	281.1705927465	194.2484702335	30.8277590372	110.8389451518	152.2560799611	274.6033655753	58.501508143	92.8288268629	304.0703597898	204.5656786562	994.2881790518	325.8089177142	63.8471232176	0	211.7623057547	329.209139167	114.0741727102	175.7957986434	60.0502226698	500.9041032464	187.0192989051	269.6715189804	90.6762008744	112.0679509452	179.9138198538	152.8977709545	378.60790413	485.5942428899	359.9327130181	368.7549727378	132.7446768567
K03218	242.8051427352	170.0456700913	737.5270148651	27.2807826348	39.4574906394	199.0631000291	201.4738141034	858.7054158194	342.0553267282	630.3853742812	92.5283162629	167.8051988681	29.4559489099	78.303205698	217.2754706187	341.1997829181	0	188.2786208666	126.0965598152	426.4962645123	439.3393802323	163.4851088567	227.4975384114	165.7198982407	639.968905355	513.5457303946	605.3223639697	379.1803814936	518.7553572873	386.9094545977	661.6203771251	396.1136035137	224.9867726769	553.9958360234	282.9707647923	210.9455685322	308.2901683746	1182.9272455178	519.0667733878	57.2293032566	133.7257909643	182.6211645244	266.7892601362	396.4821054183	144.3092548831	148.1922667793	64.5926832467	690.4885324154	323.2662551878	256.6469168762	70.3843981378	157.7094539132	168.2220782901	190.7282288752	54.2323906436	104.4887011878	248.1112457297	289.517435731	1150.3484217023	465.9765982781	44.270245643	43.655596058	315.2820068525	532.5326715258	116.5398290531	112.0770066505	209.8130389718	795.5931653335	212.7656456233	296.4745321322	345.4592909346	226.5727248887	333.6265345994	242.7882491972	431.5838482985	620.2507621946	423.339494629	479.4237192187	131.4328259699
K03269	100.652320373	71.0584633963	671.4732310838	70.8944389164	34.88543643	82.677005557	40.4651771602	378.8690382204	93.3853789414	500.1089186399	46.7354542005	130.6685559822	36.155851977	23.2210014482	154.8680616533	49.2685538518	36.7065461289	36.1221179911	293.1357698318	167.4623258724	315.2158578643	269.9518502644	0	141.8324292874	116.5826861136	352.0744073028	591.2240309549	98.7314605154	674.822272038	74.7280781019	648.7029939762	733.4619098336	505.3942930525	118.859137845	21.3708356391	39.0160780715	30.7611430574	113.2378111408	152.0854910845	0	70.7243143907	116.3147391384	0	375.0422108338	82.6695072254	69.4718442644	272.984975254	538.6920115829	212.4037367922	29.3043744887	0	46.6804231947	33.6192061531	177.987630726	45.4640206166	46.7776311975	239.2359157601	209.4905922412	932.7441571471	438.8243214397	96.2715763361	69.711314021	138.8284291991	455.9990643391	104.3427293136	381.3471657539	54.8189843517	836.8319561504	156.088999062	471.6387741744	26.6919361457	0	159.0026336139	141.8321534321	224.7300990333	492.4648803185	336.1278181603	519.4320698184	145.8380287551
K03270	58.1123468195	84.4345726818	633.2906333136	0	13.1602388368	91.6623825128	27.4004695513	403.6670726368	63.6390520972	512.1971337538	17.7408056768	101.663283664	0	0	113.5194243503	35.6698126029	0	29.6673140806	156.5141645032	249.8475672186	261.8415461947	123.0940506118	21.7882948817	0	87.0282294874	335.1340675231	309.8427258037	53.2571760098	475.5295450733	69.7533705398	267.2054690775	334.0878189973	184.253540464	172.4489279889	31.052323547	72.6848556621	31.4788624035	0	163.5713752815	19.8033180513	79.2344186877	53.0224456691	0	350.625931318	49.7501448478	57.7618624208	29.7862812756	674.2121024129	146.6368393278	38.9563111091	0	33.7516434663	15.3826237778	0	17.5690142099	25.8585936394	127.3832005205	144.7066245452	686.1262577787	255.3319160266	0	0	110.3067186271	334.6569612808	63.7192873694	58.1962703655	31.8317759685	700.9164978017	105.5072049488	215.2975358492	21.8935132711	0	65.7526156089	39.6576093006	179.8422936607	555.5595009655	355.93009309	536.8828887117	54.9229477954
K03281	130.5767657024	73.8038959117	652.6071254786	0	0	81.9181335675	33.5237481429	358.7851557679	158.1404813772	479.2684354846	38.5407158622	88.5496081155	0	39.3994961435	110.0982469147	79.595193648	41.2145799027	71.401655377	171.6430417525	205.4816610059	223.5676521528	160.0477987559	20.939322551	47.8929849841	95.6957569873	329.639924579	477.957163401	88.2996227287	342.2775094848	52.3303242366	799.6881966523	377.9933062186	206.9284623235	226.9828208441	25.943333321	51.013502348	31.0983581537	207.6415618164	125.3088651153	24.6448717354	91.8342090161	213.3558217597	28.9651044842	346.3717723425	57.7929897783	84.8145417344	77.1324548301	922.2674984876	225.002343361	33.4184730508	24.1935361315	46.1462210109	0	0	0	25.1348657896	125.2259754431	207.0651175752	640.1124863911	351.6508021298	0	0	91.3813380482	361.8167061092	46.7601767838	145.161639953	31.0703485301	621.2610277381	112.685804352	244.4688234391	25.9692038715	0	89.9340043974	71.4201924495	231.4232732807	498.2788562277	373.290528037	466.6196239937	107.7112066353
K03282	83.3255305506	85.9005338825	334.5429134985	103.6970855225	70.4731249532	112.8451132787	106.2202802484	429.4613757504	167.1730916793	345.0852791614	62.0088006435	60.4101125368	97.7939288618	69.3397040171	179.5222662974	133.3676895818	50.5672657118	150.5238369937	275.755074772	304.7506855552	263.931143969	198.4497088982	109.7749194047	93.0666581712	108.5203452414	251.3281255867	537.709743091	178.1344744834	300.4929007255	239.9136184648	549.0498103158	548.1417665018	460.0886901145	402.5284096163	85.4496254042	96.0014005695	158.2575056487	790.3394505125	194.0405386074	58.8357699639	85.0892190299	256.0573803569	68.9521426592	182.2952281765	48.0371135175	0	163.6532130773	1091.7710656229	332.8156911504	233.5467287808	0	39.2784417667	32.0163727753	0	0	77.9024270674	146.4722030205	242.0998871955	796.0517710898	307.842146261	53.1658325614	0	122.8603952692	212.5905774531	105.0858278042	218.995979854	65.5282570566	459.8428433627	75.2229980119	295.6374540576	85.3965672651	45.2831017414	80.6847223241	140.2200256614	261.9227533192	597.133496321	216.101540095	340.4289028501	0
K03284	225.8246557362	201.5061974297	862.676815136	202.1817070809	55.837096747	185.9375477981	120.7549341997	985.310497703	487.690361722	890.8795795656	84.5849316168	151.0753607733	83.5331998432	90.5841221488	381.7344574452	255.4192929893	80.4290923685	234.4206829094	500.1539710476	588.8421786695	677.107981	578.7869697114	272.5919186632	288.2437713544	487.4449541122	631.1712634172	832.0159565948	504.2347508501	1014.2686826425	476.6345778522	683.7332984077	1030.2581654472	815.0739588703	566.5372757831	329.0442958192	154.4824163535	231.9766973293	1334.8767272722	459.1530159031	49.792802921	101.3075819619	221.9935224695	154.9319311956	442.3880399192	166.5959580468	163.3127835501	379.4047336234	2036.6756459508	439.5745782207	259.4473769122	55.252546742	131.23191214	193.6557856099	582.0805097975	118.6318058023	120.2421377791	400.0637505142	329.5894374646	1493.8608034728	644.0000906743	169.025768344	110.0683230283	330.1225612917	558.7561126104	240.5707167917	555.7997299844	108.6936754945	1246.9485319252	282.2150496075	717.4969245815	202.2169749569	61.7044641616	346.4145383369	285.0119639554	611.7352841326	860.9210289896	593.7346047015	723.3567236473	244.58535675
K03287	117.0436320107	120.2904741856	985.5418732682	0	0	137.6108808599	28.6386760204	639.5968467747	295.4495444585	829.5147883864	23.7620809565	198.8542100579	0	26.8799562059	208.0392447621	54.2169188528	0	31.8999481194	127.4742338436	387.6835953348	447.9147037713	97.6158672476	20.5605054499	49.0091455193	73.3187654232	552.3592898337	691.2175495053	128.4626901724	732.407819847	108.5095125742	421.2919036148	619.6143752073	254.4086587317	154.1319689182	44.5007965033	85.8670200461	70.6966512919	0	99.3691465415	37.6344971266	115.8716646239	0	0	569.533648841	66.2811974785	110.1288933027	41.7778571647	194.8702328852	279.7555371037	50.0274279584	33.7289104144	67.8958208939	29.4525691971	0	0	48.702503428	154.652186074	230.6826291701	1511.8097911835	661.4194295456	0	0	164.0151100859	560.197825626	66.7647123043	72.934985143	25.0973294515	1402.9460838365	194.3435667499	407.5959989402	50.257010591	0	143.1660368646	0	319.352718277	629.2293751329	477.803811864	872.2700446622	0
K03292	478.4208763536	430.3820414982	293.5781058581	95.2129763303	102.4536854307	247.0361449318	405.549372363	1118.0216378867	690.5792900855	223.6519379263	177.1036197622	75.0684207281	287.9426567137	135.8058688955	435.6958622554	812.0013343523	146.6027002949	568.0253134297	310.8655854279	774.2993722609	1003.9073803756	162.128427387	592.0390150135	391.7282192997	1139.6683701236	401.539981146	555.942137464	651.9343442761	470.8180248893	905.0709810781	612.5133552065	355.2885089967	383.2001322457	643.6297120934	524.9527060206	450.8184573678	687.3781453634	2990.0913591499	363.4624834285	93.212545533	185.8002345869	628.5137254135	934.4934271665	177.7419852346	178.462293677	152.8603298255	196.5860495381	2060.0474837121	662.6896056015	592.3170382139	82.3162183388	294.4812708751	326.1848489882	493.6779557029	90.5520823448	270.1455805954	339.1329723398	434.1378252303	337.4729004427	262.314522575	67.6167311123	98.0265823248	489.5804795995	256.5225995802	231.6352915405	216.0230076401	617.3713386673	319.1486353889	193.621892291	382.118034482	720.106926889	260.818412561	278.1725958918	323.3495016635	711.7889961684	513.2487731125	438.1450825546	295.5835823666	202.5595374062
K03293	71.5180874361	25.1451178144	41.1211047479	0	20.3860616976	18.0948525746	100.1455228058	36.3946448224	131.0481796282	0	21.6896400174	0	20.8966145318	39.5555322824	25.6331626804	26.498991015	65.818001188	125.2651688953	82.013246975	29.63909489	0	0	80.2285154096	152.5940214211	94.3649305962	55.4565685039	30.9334429812	16.9474548631	0	19.3474335269	0	16.3509824283	0	102.4182097941	55.6266174981	26.3558683121	0	400.4027980928	128.6050178485	0	0	340.5161936825	92.9279510933	0	19.0316022909	0	0	2102.8612813778	123.5807727506	50.6357320749	0	16.5017914282	35.2507378053	48.1263743297	0	0	0	30.599141768	156.9629508095	61.6136140706	0	0	81.8393095594	40.53476731	15.5059031222	17.5397157828	21.2072545034	0	0	15.4244859401	40.3299792447	22.2514307717	14.3292121573	0	132.6732557706	9.8881124325	0	160.9902035027	19.4077212245
K03294	145.5589665789	109.9641570295	447.3723578044	0	0	39.4584594261	35.835597474	364.167062141	126.3985317302	389.867223951	85.9982716119	88.3717477818	0	40.703727364	77.9416201122	82.2797136969	57.0945642096	120.5284912788	135.0706394834	333.2848477875	290.6199137583	29.659225113	52.4722076627	105.0679839511	118.2287658516	297.3762874809	142.29625971	65.7282151683	175.3531409326	36.7463511309	356.4156725743	150.4687786572	66.5103426975	240.0654773852	43.1193997295	65.2732010599	82.2292165177	269.5122519202	58.6237239281	0	62.0954437427	466.9428109321	49.0154497303	134.6304252169	66.0119957026	53.529246988	26.0756093269	1149.6724919851	257.9332384444	54.0754472003	0	25.086296917	0	21.7570770471	18.4622086338	42.8951315461	227.2680463439	83.4743584914	543.8839078784	202.3892209646	0	17.0191341286	100.7126876777	379.4043181477	47.1210270954	33.0271556551	32.2905303464	290.3738258765	127.5109732799	140.6168121121	48.5254298685	83.5339798089	70.4209947686	34.8118122519	254.7432928448	326.9298867306	358.6437097494	391.1293836294	102.0520844271
K03296	525.6042879477	356.7858646541	2778.1222559773	121.4340520528	56.3152740217	397.3814797442	163.3299319979	1705.4357970767	688.8103025464	2476.5939369913	117.8687072294	476.8365454134	50.9671581442	130.0776297948	618.5229961242	300.7861250035	109.6299964885	244.801863884	751.4132917436	917.4809992269	1148.0437964406	531.4019544486	86.6678631758	184.8070273532	558.0763172299	1764.7910057538	1955.2606041118	401.0492737814	2135.7890776724	276.248974848	2141.1053542973	1795.4837977692	963.5552936021	781.0304709191	169.1990591955	267.9676135019	153.8450708785	504.3902787211	650.8106623129	96.9438083028	417.7142801774	401.4678290174	99.4975355227	1642.1976522733	292.2174449326	392.2689654586	227.4372229985	2750.6768359433	888.2456258849	177.5075601097	113.4595154559	191.8008157966	114.3030629168	169.0773747824	79.1997181303	170.2214900843	500.8465523893	832.0036741377	3659.7364852491	1794.3647402356	97.4403215584	73.522122572	484.5483918334	1733.8926065969	226.9786227343	415.3006781184	129.6039690387	3254.809599772	537.4011700512	1061.814304324	150.5917559805	39.2063571799	526.2864935687	190.1100720954	860.771163699	2255.1533283944	1524.7504997334	2285.8764206551	485.2282675953
K03299	52.2920972989	0	112.8578841858	0	0	0	23.1195781924	167.3882663402	0	0	40.2404112135	0	0	25.3936387921	26.9515905427	0	74.3200400146	109.7070388131	33.5866659164	272.1886036949	0	0	0	0	101.5836084878	22.3055219788	45.0710775911	0	0	0	31.3885108062	0	0	0	0	47.0346298526	88.1831280558	297.8552690045	66.5968201128	0	0	397.1541875022	74.0694890367	17.9345035823	0	0	0	838.7204984092	120.6525910187	24.6852139852	0	0	26.0881231785	0	0	27.6633844319	80.6758651855	34.3116100037	0	56.998278981	0	0	0	13.4583741309	0	0	0	0	41.099432229	0	0	0	19.4410036327	0	72.6565084878	0	0	77.9145325677	20.8201067585
K03303	22.3747622272	25.9437407012	291.1082647028	0	0	36.8873125742	0	157.7209989254	65.6763074738	210.6966740433	16.8971722028	49.7071254968	0	0	60.341025783	0	0	25.255050274	91.3774912175	35.5407772924	0	108.4120551083	0	0	20.4645554427	126.1950613793	108.1728070396	33.7853265883	265.0283589659	30.2441067121	0	312.096295693	157.6095712724	32.7763038767	0	40.2394618858	0	40.6567230431	88.7085061662	0	0	0	0	138.1860879934	21.2001921155	24.6509138037	106.1219053793	214.2897609174	95.466761674	16.603981979	0	0	0	0	0	19.6265844508	97.6732858904	57.9113221453	401.1447933135	182.315625811	0	0	71.0750070229	151.1137640582	50.9041725987	145.579163303	0	437.8606784975	77.7519024863	187.0699598035	0	0	41.1405194617	59.9766931114	105.6106143003	243.5820933999	85.9499175936	240.0055664594	0
K03305	150.5074357094	103.0779395636	653.1435674168	61.1092615685	28.8684605165	109.5396961616	67.9042365283	314.1178130453	147.893858964	541.9623499866	62.3049819235	86.8298195689	19.8590415504	96.5756303707	133.5084289588	120.0968120353	125.2915516951	163.9455382752	267.5815462951	237.4112909421	308.8795097485	188.0727343639	48.1208278689	93.2391956497	92.7422301973	345.9506605536	607.5974774698	97.5960202982	493.2558952071	71.191476446	844.3139585101	446.6631699585	220.9533170417	250.2017928095	47.2094419793	109.2172463302	57.6697167476	488.0709562281	219.1008784181	31.0218209468	110.7716175646	573.3362868093	51.2512375724	473.0444925841	85.4741238597	90.5283822975	75.0669571893	3777.7572705447	437.644655257	66.3924342602	32.3024831448	53.6680718889	35.8510130133	0	25.2653765731	43.785425766	136.5207135426	236.213903449	1087.9883293624	497.3732294104	0	53.4400131432	116.7484687772	354.3287944717	75.315885081	172.6877779339	36.7774933058	581.08818826	92.637047901	216.2975044973	45.5193395879	0	88.5256977932	47.47532567	208.0304380669	531.055905785	287.3288082126	630.0111617106	70.8877386528
K03306	96.1694330751	53.1139175863	250.9821056838	0	0	22.6542777685	23.8315266117	126.2188242126	58.7202893886	242.4723052559	15.5717936432	0	0	44.7767088677	59.2186985283	0	53.445321643	93.7593576773	64.2330362574	0	0	54.8781619502	0	20.4724016473	77.9842868287	152.6850273842	178.6008505711	37.8873303383	244.2247280056	23.8105354819	111.8319416929	105.5627232476	47.9963710243	108.0048951196	47.3396444871	33.5630317685	26.4828874002	260.6970513962	190.0244930562	0	0	340.8353010847	0	107.7464520981	29.9661729845	37.58560206	20.102631306	778.7935054762	166.6629215245	30.9828350658	0	29.9524875439	0	0	0	20.9746201046	37.2712867827	97.0946123529	554.5502928938	170.5518144601	0	0	54.3484564315	158.8468188681	0	31.0368001084	23.6635248943	279.7022441104	0	82.3155641096	59.7185824173	0	25.6426856684	0	104.4350896028	324.6296983036	141.4449919197	216.5923022982	34.6876736562
K03307	271.4161980462	167.6862212339	1054.3383839928	180.5557141131	35.7777001964	145.3066074894	79.0434600608	668.8353311043	321.0722935661	974.2453337717	74.152709376	216.821151098	76.1160289939	60.7177564128	215.0421060179	165.3446160857	33.8044612083	133.0786751322	304.4079444707	253.6643638786	217.3309459931	481.4269801404	167.6587315267	120.0026224023	236.4671831976	670.6985657905	1002.8738281217	240.2681018393	1073.0934949393	313.3246675609	1073.5752927278	823.5208898543	617.0438547889	364.4743359532	95.7302366528	131.000517378	213.057272444	280.0390522534	455.3306221962	55.2838127955	162.8420985421	117.1192419668	72.8211743466	730.8407357041	120.0236241633	129.0367593292	281.8381224166	1034.4500081092	393.4938974456	205.6422332068	46.2701828406	120.4001708255	142.999515385	234.2289023207	61.1248830395	89.0155379855	366.611749976	326.8995484932	1572.7873861239	564.7185342165	120.2826938911	90.7158296326	240.5607275303	652.2767503454	197.6812911586	447.0737974305	101.4467398623	1395.1228580706	284.6839671964	678.0842418345	128.4072004842	49.3585488302	139.9759115217	138.1808607339	371.5390196697	1033.6367339673	569.71188403	822.2439038087	82.5906059225
K03308	353.4673531381	295.0599538968	898.7992038663	228.184425701	134.0624918204	220.0339294846	173.7511238052	1394.0811178378	283.4332394264	488.7917256031	229.1047007943	230.9306748868	79.3704604987	128.2443016407	413.1006404975	391.001609699	0	297.0042225688	443.5329113315	459.7715938296	431.3056061143	462.0093037802	401.9209434773	273.7000066319	225.1415076088	571.0337353565	528.8356833415	555.6454875605	888.8793910662	639.1103032494	705.6284088062	916.2613215528	755.7948943621	771.5319624282	505.3973778141	218.1454255897	521.7368985855	1642.2422107872	371.9367557073	45.6851883249	174.5386974423	0	244.8678774213	392.3803639612	221.708258077	151.4350769076	368.4386936008	210.9120168927	319.5486158249	639.2722443759	42.6346044066	187.8311974636	283.4835199132	534.8961885942	139.4096883426	238.7793389813	638.6698796524	309.8836135872	837.7997859925	389.9199333082	173.888178436	155.4016314441	373.0191578619	560.4175943145	304.440491853	526.5546130262	159.2749259651	870.2832906369	388.0778355011	818.7121618989	275.9021443622	353.2798904155	334.0392187819	409.8501488958	598.9309926793	735.7296090526	497.1993398248	430.4454264181	258.7245730999
K03310	398.1620267704	347.7300986044	618.2432825707	154.6133833764	227.2605916534	251.8063139349	312.0229512198	1345.5340885698	387.7182796232	439.9654382789	180.5969038809	152.0683817675	131.2606827591	115.5165445816	517.4494492886	509.809761783	31.7035705854	426.2974621123	315.2488006353	806.2843386366	1065.8622042709	549.5696050576	547.2425790708	381.2312998787	1134.1689789188	447.5008688077	389.4384489055	704.1489619082	913.286288108	843.1257346227	314.9014143184	950.108018502	771.4564416447	1020.0963434406	713.8707824471	286.3510880679	521.1757757787	2398.4383042021	458.9147983643	76.6090998211	191.5655430259	185.0678964058	593.3317998056	241.8209754894	223.3094086909	176.8837102486	293.3463322301	728.5871909174	518.8133479752	458.8670805749	99.6169340859	249.8094140894	367.6750628956	579.6465220638	92.6789493039	260.1040474836	381.8532820144	329.6956511867	810.3706468949	372.6119703077	145.1554933386	119.9296481667	530.5617730059	464.0547361401	387.2002559281	471.3682401554	410.3146278309	827.2460204482	290.285821777	720.2120907046	706.4722992072	354.9611979217	380.5265958388	424.169557915	610.4215422526	675.3078598483	526.7216294614	448.1152722786	241.7329134713
K03312	137.6951835784	128.6183316989	452.287575902	0	18.1974972866	113.8008323227	0	546.6705439086	99.5552889516	316.2504066264	60.7628750665	115.0969035399	0	37.1892009008	144.6683786793	151.704544836	0	109.5391615141	0	208.744978064	366.5042267329	64.7215182454	143.8646799601	78.8862213218	189.2573341764	259.9656398435	75.7874330497	227.7543999913	250.1490861988	325.6527803652	0	245.4585767469	164.2626810466	368.4869008007	235.1451549429	105.5137531345	234.6659369689	956.7393981805	87.1076844492	0	69.2050366297	0	83.1139037779	209.5626856649	72.135572103	71.4445809144	32.2891273913	224.7089288038	240.8503034073	144.2611665332	24.2583298926	80.9679654923	137.9105223409	98.7854265326	0	68.6024682448	84.5193548413	85.8854428997	431.5294725566	196.0421551023	0	0	124.7644332254	151.4193608567	58.1503548826	38.6923564709	43.6150934705	429.3558537945	114.4268074034	222.4036705984	159.0266980767	128.6953337758	90.9076842629	111.7476959022	219.7666169638	291.532554875	217.8732158652	284.064290179	39.2213476132
K03313	57.3730853499	50.4556355256	500.3062066057	0	0	69.6802126408	33.3925232051	252.8666725493	59.2514379223	388.862090701	19.5867550756	81.9193072238	0	17.6395501555	84.344097343	40.6283144577	28.3808869924	52.3381764644	74.2451483393	202.4280586869	227.7273331231	46.6197033209	21.9517708831	0	43.2274288666	218.76755171	397.1401374969	56.1436707686	311.6383986861	31.2816865929	488.6807935243	243.353692414	94.8796692219	147.8880339529	33.4705633954	44.7398303811	26.6661650329	107.7931935887	23.2811812797	23.761574323	68.3335471077	175.1958397937	22.4386610185	321.5458875946	35.6359059364	53.4657753078	0	1999.7100705728	182.0817967887	55.9183986702	0	36.6766595291	21.6232617325	0	0	31.8273149539	48.0361912401	131.8058416899	593.0848742985	282.9630033054	0	0	69.4576846188	254.1581736944	36.6990018872	37.1661858394	25.2006051789	485.9519445722	68.9164503856	174.8772026956	27.3699519594	0	50.047679838	0	178.5945627001	402.7193367301	228.8441546772	396.2692725387	39.4003955242
K03321	161.488448097	114.0556711978	735.3332831797	134.4462463009	25.723820946	103.1162351502	55.1874904928	541.8542828725	281.6830359711	616.8364086892	73.0186225377	139.0989646914	40.7814913239	73.124424105	200.3260379439	135.1881577434	35.1681349612	81.3586228002	304.6346040496	324.3625824584	320.3360221642	403.713899691	74.9828085848	144.1694516588	151.0388060203	477.9886466641	511.4849598721	152.945326212	566.5513668357	121.3188964777	575.9819637461	786.9014016328	504.4265670911	275.3852189815	50.5369997112	136.4611424972	111.981967794	101.1801107385	179.1895448312	27.0134044519	88.2370578032	154.4857469949	56.2511473025	366.7306912287	97.7061518842	110.417119049	220.9128366766	581.1652366507	226.6419911755	47.6425010725	29.4304872494	61.8603383921	22.2875210838	230.999265637	78.3448145412	73.7700541383	281.2016083906	217.8081136997	998.944505634	386.469166839	94.5832813896	60.0023736563	188.6468518233	493.9518404049	136.7760606043	327.8130507097	80.1441291181	872.0404265664	227.0969306637	466.6156108993	51.0856936983	101.5511977771	227.8665856673	200.0315535484	366.6441537557	616.3031347168	483.5984029609	515.6131001804	216.9290902969
K03322	117.5237106818	61.2237361675	477.3733841989	0	0	68.9757483525	80.007666688	298.6866779186	166.2938668912	394.0572776472	25.7549966745	85.4071993131	0	23.8436806073	81.9750201453	49.0588536827	21.1033116027	44.6264310313	140.7654066363	109.3351774298	167.3938571123	61.0095134101	45.3957667713	72.7713067842	242.3558373681	321.7027398992	344.2868057379	65.0046140348	310.789979111	53.9068280712	682.2600525971	191.5601295676	74.1990986311	196.4430885749	87.223650917	37.6956327222	42.4591973019	147.2849518564	146.5806487677	30.4791850387	86.9106335398	203.1195860567	90.1797396847	359.0367425861	57.0551310206	86.8577412976	19.8574270967	612.5087086014	124.891226357	41.7788444041	34.4334268487	44.2888463827	23.8609907762	42.986357883	0	43.3960159269	81.9794978149	171.9359280298	787.1033643865	385.1334321533	0	0	110.6394032517	289.3989371626	32.5913685702	41.1136025295	37.071281055	457.1122707446	60.5401777694	151.7711887502	67.4263745812	0	60.1414028793	16.8449373635	194.0362080058	419.2745611261	221.2566949017	428.5012168132	72.6257144199
K03326	0	0	0	0	0	0	0	8.5915289253	0	0	9.8480679879	0	0	0	0	0	40.2938198619	73.7822301747	36.192306587	0	0	0	0	0	0	0	24.9917214206	0	0	0	0	0	0	0	0	22.1438937778	0	59.168381213	0	0	0	300.4192013965	0	0	0	0	0	1846.0786362327	146.4287369915	0	0	0	0	0	0	0	0	0	115.0322998851	58.2836334509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9221034282	0	0	101.3080432807	0
K03327	180.5664920228	117.6424028274	894.4682233611	0	0	120.7618312075	93.8851588268	541.461153159	175.2808033804	685.8444783305	44.3868580034	158.591401875	0	45.8666852827	203.31372987	94.512854063	59.0795350286	92.6242446091	250.4217643709	391.1511521292	458.747661715	157.4594269154	40.1870107235	83.2722239412	160.4469710227	629.7050082932	784.897308946	126.222323971	675.542741385	78.947632895	925.2731865475	645.4362740734	322.7964472449	233.7209385036	67.5708130302	96.9386483291	47.4449194287	262.100758809	295.6074881795	35.869293773	164.7354156915	198.9651292964	29.19308478	543.4804996672	90.4477233425	107.5219440395	89.7168157833	1298.5023650317	311.5249123031	61.6178652249	36.7589130934	56.6453468927	32.6136326524	82.3582656758	25.1240184365	43.6981815837	159.407083184	332.0182889393	1292.9861806317	636.0397057218	0	28.1168814193	178.9909501916	600.0392305583	76.0318107086	151.3058196353	42.7952852505	1135.6945629811	183.4923823662	354.896631054	49.6730165928	0	131.3247476372	68.9513528001	320.8863633445	877.6537481233	483.4940969855	728.6470122021	103.6400577768
K03340	185.4839712884	132.8214006865	725.267040878	226.0432266657	128.0220192836	111.7446458566	86.7341679754	448.0177372948	209.046327446	602.3525875637	57.6027545792	122.3581155158	25.0970962976	60.0292968515	226.9462006286	163.6987263052	0	76.0035323746	453.65988975	289.7695849987	288.0882731441	504.8246924774	70.6913282292	143.9043828146	324.4956714492	515.1675165792	436.928765529	180.7871470413	730.6064490773	144.1621785829	615.8726620173	857.4902681487	731.842776456	271.8364045401	77.9560579321	113.5799402284	87.4551072606	38.5188889914	356.6598495781	27.4420947634	103.6117852808	0	211.0714928866	454.3100666945	78.2966044331	146.5225130632	363.5749392811	280.8762367334	172.4551806445	74.1925558441	34.9599597294	64.8565555585	39.6219439012	258.1855014262	92.8899497095	91.4139351276	270.8014975772	231.721703178	798.9608269711	475.5219573572	147.6220066651	93.3084970705	197.5888767858	531.5109900637	229.160023782	520.2247866197	155.7220754535	764.0315522737	158.4597169086	526.4120891676	107.9287504505	85.77531509	287.4749207193	191.7874662301	202.5865141902	610.3166684119	517.1941828685	465.1836970537	244.9056062094
