variable,phyla,value,point_number
100HP,Bacteroidetes,0.00166,2
100HP,Bacteroidetes,0.07992,2
100HP,Bacteroidetes,5.02996,2
100HP,Bacteroidetes,0.22064,2
100HP,Bacteroidetes,0.00163,2
100HP,Bacteroidetes,0.00124,2
100HP,Bacteroidetes,9.85539,2
100HP,Bacteroidetes,1.72277,2
100HP,Bacteroidetes,0.00112,2
100HP,Bacteroidetes,6.42454,2
100HP,Bacteroidetes,16.99476,2
100HP,Bacteroidetes,0.04991,2
100HP,Bacteroidetes,0.0159,2
100HP,Actinobacteria,0.08746,2
100HP,Firmicutes,0.06611,2
100HP,Firmicutes,0.1923,2
100HP,Firmicutes,0.0748,2
100HP,Firmicutes,0.00615,2
100HP,Firmicutes,0.04803,2
100HP,Firmicutes,8.06689,2
100HP,Firmicutes,0.01231,2
100HP,Firmicutes,1.39443,2
100HP,Firmicutes,0.27503,2
100HP,Firmicutes,0.71263,2
100HP,Firmicutes,22.85973,2
100HP,Firmicutes,0.03339,2
100HP,Proteobacteria,0.15741,2
100HP,Firmicutes,0.34335,2
100HP,Firmicutes,0.33931,2
100HP,Firmicutes,0.01098,2
100HP,Firmicutes,0.00171,2
100HP,Firmicutes,0.02035,2
100HP,Bacteroidetes,0.31386,2
100HP,Bacteroidetes,10.05929,2
100HP,Firmicutes,0.53548,2
100HP,Firmicutes,3.81501,2
100HP,Firmicutes,1.81979,2
100HP,Firmicutes,0.10751,2
100HP,Firmicutes,0.74955,2
100HP,Firmicutes,3.15216,2
100HP,Firmicutes,4.17276,2
101HP,Verrucomicrobia,0.34033,1
101HP,Bacteroidetes,0.05387,1
101HP,Bacteroidetes,0.01552,1
101HP,Bacteroidetes,0.31336,1
101HP,Bacteroidetes,0.01579,1
101HP,Bacteroidetes,0.10983,1
101HP,Bacteroidetes,0.14214,1
101HP,Bacteroidetes,0.1235,1
101HP,Bacteroidetes,4.57591,1
101HP,Bacteroidetes,0.1957,1
101HP,Bacteroidetes,0.12138,1
101HP,Bacteroidetes,0.01034,1
101HP,Bacteroidetes,0.05861,1
101HP,Bacteroidetes,0.33353,1
101HP,Bacteroidetes,0.23228,1
101HP,Bacteroidetes,0.00286,1
101HP,Bacteroidetes,0.11363,1
101HP,Bacteroidetes,1.22733,1
101HP,Bacteroidetes,1.67869,1
101HP,Bacteroidetes,0.18386,1
101HP,Actinobacteria,0.57674,1
101HP,Firmicutes,0.01034,1
101HP,Firmicutes,0.45256,1
101HP,Firmicutes,0.0486,1
101HP,Firmicutes,0.68045,1
101HP,Actinobacteria,0.12981,1
101HP,Firmicutes,0.00513,1
101HP,Firmicutes,0.25414,1
101HP,Firmicutes,0.19591,1
101HP,Firmicutes,0.25784,1
101HP,Firmicutes,0.26351,1
101HP,Firmicutes,0.1238,1
101HP,Proteobacteria,4.26077,1
101HP,Firmicutes,0.37324,1
101HP,Firmicutes,0.45117,1
101HP,Firmicutes,0.03173,1
101HP,Firmicutes,10.29176,1
101HP,Firmicutes,0.19831,1
101HP,Firmicutes,0.69542,1
101HP,Firmicutes,12.61237,1
101HP,Proteobacteria,0.01126,1
101HP,Proteobacteria,0.02904,1
101HP,Firmicutes,0.13831,1
101HP,Firmicutes,0.3108,1
101HP,Firmicutes,0.00936,1
101HP,Firmicutes,1.02287,1
101HP,Euryarchaeota,0.28718,1
101HP,Euryarchaeota,0.1467,1
101HP,Firmicutes,1.91967,1
101HP,Bacteroidetes,0.12279,1
101HP,Bacteroidetes,0.9773,1
101HP,Bacteroidetes,1.0937,1
101HP,Bacteroidetes,0.63131,1
101HP,Bacteroidetes,1.73214,1
101HP,Bacteroidetes,0.01081,1
101HP,Firmicutes,0.77444,1
101HP,Firmicutes,0.67989,1
101HP,Firmicutes,0.18316,1
101HP,Firmicutes,0.791,1
101HP,Firmicutes,0.67773,1
101HP,Firmicutes,0.67718,1
101HP,Firmicutes,0.18681,1
101HP,Firmicutes,1.01064,1
101HP,Firmicutes,0.00229,1
101HP,Firmicutes,0.05259,1
101HP,Firmicutes,0.01487,1
101HP,Firmicutes,4.95213,1
101HP,Firmicutes,0.00222,1
102HP,Bacteroidetes,0.08208,2
102HP,Bacteroidetes,0.23363,2
102HP,Bacteroidetes,0.08771,2
102HP,Bacteroidetes,1.30801,2
102HP,Bacteroidetes,0.1475,2
102HP,Bacteroidetes,0.48132,2
102HP,Bacteroidetes,3.34449,2
102HP,Bacteroidetes,0.16977,2
102HP,Bacteroidetes,0.59202,2
102HP,Bacteroidetes,0.08755,2
102HP,Bacteroidetes,0.22736,2
102HP,Bacteroidetes,0.45751,2
102HP,Firmicutes,0.03203,2
102HP,Bacteroidetes,0.13355,2
102HP,Bacteroidetes,0.00716,2
102HP,Bacteroidetes,9e-04,2
102HP,Bacteroidetes,1.41361,2
102HP,Bacteroidetes,2.44426,2
102HP,Bacteroidetes,0.00765,2
102HP,Bacteroidetes,0.36213,2
102HP,Actinobacteria,0.45121,2
102HP,Actinobacteria,0.04948,2
102HP,Firmicutes,0.04376,2
102HP,Actinobacteria,0.07445,2
102HP,Firmicutes,0.35591,2
102HP,Firmicutes,1.0884,2
102HP,Firmicutes,0.03847,2
102HP,Firmicutes,0.1769,2
102HP,Firmicutes,0.55956,2
102HP,Firmicutes,0.01182,2
102HP,Proteobacteria,1.73777,2
102HP,Firmicutes,2.37568,2
102HP,Firmicutes,0.48047,2
102HP,Firmicutes,0.1756,2
102HP,Firmicutes,22.11725,2
102HP,Firmicutes,2.92867,2
102HP,Firmicutes,8.09969,2
102HP,Proteobacteria,0.01618,2
102HP,Proteobacteria,0.24017,2
102HP,Firmicutes,0.22332,2
102HP,Firmicutes,0.21594,2
102HP,Firmicutes,0.03994,2
102HP,Firmicutes,1.36515,2
102HP,Firmicutes,0.02376,2
102HP,Euryarchaeota,0.93533,2
102HP,Euryarchaeota,0.44399,2
102HP,Bacteroidetes,0.73482,2
102HP,Firmicutes,0.19643,2
102HP,Bacteroidetes,0.07999,2
102HP,Bacteroidetes,1.29033,2
102HP,Bacteroidetes,0.01645,2
102HP,Bacteroidetes,0.30175,2
102HP,Bacteroidetes,0.85246,2
102HP,Bacteroidetes,0.33147,2
102HP,Firmicutes,0.04296,2
102HP,Firmicutes,0.26544,2
102HP,Firmicutes,0.37343,2
102HP,Firmicutes,2.11719,2
102HP,Firmicutes,0.01468,2
102HP,Firmicutes,2.38298,2
102HP,Firmicutes,0.5871,2
102HP,Firmicutes,0.79016,2
102HP,Firmicutes,1.25667,2
102HP,Firmicutes,0.04482,2
102HP,Firmicutes,0.2526,2
102HP,Firmicutes,15.64336,2
102HP,Firmicutes,0.00127,2
105HP,Bacteroidetes,0.69072,2
105HP,Bacteroidetes,1.2848,2
105HP,Firmicutes,0.0058,2
105HP,Bacteroidetes,0.0043,2
105HP,Bacteroidetes,0.00274,2
105HP,Bacteroidetes,5.69653,2
105HP,Bacteroidetes,0.00755,2
105HP,Bacteroidetes,0.60655,2
105HP,Bacteroidetes,20.50127,2
105HP,Bacteroidetes,24.62436,2
105HP,Bacteroidetes,4.08454,2
105HP,Firmicutes,0.06038,2
105HP,Firmicutes,4.04122,2
105HP,Firmicutes,0.07853,2
105HP,Firmicutes,0.35187,2
105HP,Firmicutes,0.21103,2
105HP,Firmicutes,0.04094,2
105HP,Firmicutes,0.00942,2
105HP,Firmicutes,0.07574,2
105HP,Firmicutes,0.01036,2
105HP,Firmicutes,0.55533,2
105HP,Proteobacteria,2.86758,2
105HP,Firmicutes,11.6354,2
105HP,Firmicutes,0.24666,2
105HP,Firmicutes,1.04905,2
105HP,Firmicutes,0.13138,2
105HP,Firmicutes,1.76919,2
105HP,Firmicutes,0.01541,2
105HP,Bacteroidetes,0.54929,2
105HP,Firmicutes,1.24403,2
105HP,Bacteroidetes,1.14332,2
105HP,Bacteroidetes,0.50721,2
105HP,Bacteroidetes,0.51901,2
105HP,Firmicutes,0.07056,2
105HP,Firmicutes,0.18149,2
105HP,Firmicutes,0.45135,2
105HP,Firmicutes,8.43949,2
105HP,Firmicutes,0.0363,2
105HP,Firmicutes,2.39462,2
105HP,Firmicutes,0.15895,2
105HP,Firmicutes,2.09771,2
106HP,Firmicutes,0.92583,1
106HP,Bacteroidetes,0.14744,1
106HP,Bacteroidetes,0.00378,1
106HP,Bacteroidetes,0.083,1
106HP,Bacteroidetes,0.02241,1
106HP,Bacteroidetes,0.01758,1
106HP,Bacteroidetes,0.00244,1
106HP,Bacteroidetes,0.04159,1
106HP,Bacteroidetes,0.0137,1
106HP,Actinobacteria,0.95656,1
106HP,Actinobacteria,0.0511,1
106HP,Firmicutes,17.8053,1
106HP,Firmicutes,1.02477,1
106HP,Firmicutes,0.05797,1
106HP,Actinobacteria,0.00342,1
106HP,Firmicutes,0.05795,1
106HP,Firmicutes,0.37892,1
106HP,Firmicutes,0.00599,1
106HP,Firmicutes,0.11775,1
106HP,Firmicutes,0.29541,1
106HP,Proteobacteria,0.01356,1
106HP,Firmicutes,0.18998,1
106HP,Firmicutes,0.64373,1
106HP,Firmicutes,0.19576,1
106HP,Firmicutes,0.72104,1
106HP,Firmicutes,0.03663,1
106HP,Firmicutes,1.43708,1
106HP,Proteobacteria,0.40492,1
106HP,Firmicutes,2.0977,1
106HP,Euryarchaeota,0.25394,1
106HP,Firmicutes,1.02784,1
106HP,Firmicutes,6.06365,1
106HP,Bacteroidetes,0.01447,1
106HP,Bacteroidetes,0.05717,1
106HP,Bacteroidetes,0.02288,1
106HP,Firmicutes,0.02654,1
106HP,Bacteroidetes,61.08721,1
106HP,Bacteroidetes,0.2287,1
106HP,Firmicutes,0.0141,1
106HP,Firmicutes,0.12356,1
106HP,Firmicutes,0.01043,1
106HP,Firmicutes,0.21015,1
106HP,Firmicutes,0.02489,1
106HP,Firmicutes,0.00482,1
106HP,Firmicutes,0.08379,1
106HP,Firmicutes,0.4384,1
106HP,Firmicutes,1.77406,1
107HP,Firmicutes,4.60673,2
107HP,Bacteroidetes,0.22918,2
107HP,Bacteroidetes,0.00413,2
107HP,Bacteroidetes,0.00844,2
107HP,Bacteroidetes,0.04978,2
107HP,Firmicutes,0.00255,2
107HP,Firmicutes,0.0596,2
107HP,Firmicutes,0.77935,2
107HP,Firmicutes,0.16931,2
107HP,Firmicutes,2.4004,2
107HP,Proteobacteria,0.21902,2
107HP,Firmicutes,0.19334,2
107HP,Firmicutes,0.31047,2
107HP,Firmicutes,3.86443,2
107HP,Firmicutes,3.48057,2
107HP,Proteobacteria,0.16917,2
107HP,Proteobacteria,0.0599,2
107HP,Proteobacteria,0.09148,2
107HP,Firmicutes,8.85007,2
107HP,Euryarchaeota,0.23929,2
107HP,Firmicutes,5.82751,2
107HP,Firmicutes,27.87444,2
107HP,Firmicutes,2.61747,2
107HP,Bacteroidetes,0.6027,2
107HP,Bacteroidetes,0.73935,2
107HP,Firmicutes,22.22814,2
107HP,Bacteroidetes,8.16983,2
107HP,Bacteroidetes,0.0326,2
107HP,Firmicutes,0.50229,2
107HP,Firmicutes,0.29539,2
107HP,Firmicutes,0.57203,2
107HP,Firmicutes,0.41629,2
107HP,Firmicutes,0.07759,2
107HP,Firmicutes,2.93598,2
107HP,Firmicutes,0.03323,2
108HP,Verrucomicrobia,0.64617,1
108HP,Bacteroidetes,0.02965,1
108HP,Bacteroidetes,0.06985,1
108HP,Bacteroidetes,4.48314,1
108HP,Bacteroidetes,0.34354,1
108HP,Firmicutes,0.76594,1
108HP,Bacteroidetes,0.18373,1
108HP,Bacteroidetes,0.77633,1
108HP,Bacteroidetes,0.6114,1
108HP,Bacteroidetes,0.03198,1
108HP,Bacteroidetes,0.10423,1
108HP,Bacteroidetes,1.01753,1
108HP,Bacteroidetes,0.00743,1
108HP,Bacteroidetes,2.5682,1
108HP,Bacteroidetes,6.61588,1
108HP,Bacteroidetes,0.08985,1
108HP,Bacteroidetes,2.25433,1
108HP,Bacteroidetes,12.91785,1
108HP,Bacteroidetes,0.40402,1
108HP,Bacteroidetes,1.28911,1
108HP,Actinobacteria,0.66098,1
108HP,Actinobacteria,0.76287,1
108HP,Firmicutes,0.16342,1
108HP,Actinobacteria,0.47286,1
108HP,Firmicutes,0.23445,1
108HP,Firmicutes,1.17122,1
108HP,Firmicutes,0.31221,1
108HP,Firmicutes,0.70319,1
108HP,Firmicutes,0.71265,1
108HP,Proteobacteria,0.38177,1
108HP,Firmicutes,1.09485,1
108HP,Firmicutes,1.08892,1
108HP,Firmicutes,0.76387,1
108HP,Firmicutes,21.27055,1
108HP,Firmicutes,1.12825,1
108HP,Firmicutes,0.66703,1
108HP,Firmicutes,6.59673,1
108HP,Proteobacteria,0.03801,1
108HP,Firmicutes,0.09218,1
108HP,Firmicutes,0.2205,1
108HP,Euryarchaeota,0.40295,1
108HP,Bacteroidetes,0.60858,1
108HP,Firmicutes,0.05071,1
108HP,Bacteroidetes,0.00889,1
108HP,Bacteroidetes,0.02424,1
108HP,Bacteroidetes,0.85601,1
108HP,Bacteroidetes,0.02487,1
108HP,Firmicutes,0.22338,1
108HP,Firmicutes,1.79954,1
108HP,Firmicutes,0.39212,1
108HP,Firmicutes,1.22838,1
108HP,Firmicutes,0.70159,1
108HP,Firmicutes,2.613,1
108HP,Firmicutes,1.26092,1
108HP,Firmicutes,3.12726,1
108HP,Firmicutes,1.79212,1
108HP,Firmicutes,0.06765,1
108HP,Firmicutes,0.19116,1
108HP,Firmicutes,10.09304,1
108HP,Firmicutes,0.01607,1
109HP,Bacteroidetes,0.46562,2
109HP,Bacteroidetes,1.30669,2
109HP,Bacteroidetes,0.04505,2
109HP,Firmicutes,0.10897,2
109HP,Bacteroidetes,0.07702,2
109HP,Bacteroidetes,1.37876,2
109HP,Bacteroidetes,0.69744,2
109HP,Bacteroidetes,3.84713,2
109HP,Bacteroidetes,2.01,2
109HP,Bacteroidetes,8.30413,2
109HP,Bacteroidetes,2.68433,2
109HP,Bacteroidetes,0.01243,2
109HP,Bacteroidetes,0.74408,2
109HP,Bacteroidetes,1.85751,2
109HP,Firmicutes,0.43754,2
109HP,Firmicutes,0.2981,2
109HP,Firmicutes,0.06995,2
109HP,Firmicutes,0.06835,2
109HP,Firmicutes,0.09716,2
109HP,Actinobacteria,0.08708,2
109HP,Firmicutes,0.18853,2
109HP,Firmicutes,1.77848,2
109HP,Firmicutes,4.26093,2
109HP,Firmicutes,0.69859,2
109HP,Firmicutes,2.32729,2
109HP,Firmicutes,0.01114,2
109HP,Firmicutes,0.0076,2
109HP,Proteobacteria,0.62136,2
109HP,Firmicutes,0.35285,2
109HP,Firmicutes,2.79153,2
109HP,Firmicutes,2.91063,2
109HP,Firmicutes,0.03783,2
109HP,Firmicutes,0.50949,2
109HP,Firmicutes,11.53466,2
109HP,Firmicutes,0.15192,2
109HP,Firmicutes,0.02796,2
109HP,Firmicutes,1.87605,2
109HP,Firmicutes,0.04252,2
109HP,Firmicutes,0.06101,2
109HP,Bacteroidetes,0.53224,2
109HP,Firmicutes,0.07998,2
109HP,Bacteroidetes,0.00831,2
109HP,Bacteroidetes,0.02509,2
109HP,Bacteroidetes,0.32629,2
109HP,Proteobacteria,0.01293,2
109HP,Firmicutes,0.42896,2
109HP,Firmicutes,3.47325,2
109HP,Firmicutes,8.76989,2
109HP,Firmicutes,10.33193,2
109HP,Firmicutes,2.98132,2
109HP,Firmicutes,9.76756,2
109HP,Firmicutes,4.87603,2
109HP,Firmicutes,0.02081,2
10HP,Bacteroidetes,0.04401,1
10HP,Bacteroidetes,0.03908,1
10HP,Bacteroidetes,0.00733,1
10HP,Bacteroidetes,1.66457,1
10HP,Bacteroidetes,0.08306,1
10HP,Bacteroidetes,0.37704,1
10HP,Bacteroidetes,0.00046,1
10HP,Bacteroidetes,0.11049,1
10HP,Bacteroidetes,1.04357,1
10HP,Bacteroidetes,0.93898,1
10HP,Bacteroidetes,0.57267,1
10HP,Bacteroidetes,0.53822,1
10HP,Bacteroidetes,1.69039,1
10HP,Bacteroidetes,0.13511,1
10HP,Bacteroidetes,0.07967,1
10HP,Bacteroidetes,4.42231,1
10HP,Bacteroidetes,0.01316,1
10HP,Bacteroidetes,0.29624,1
10HP,Actinobacteria,0.02747,1
10HP,Actinobacteria,0.02456,1
10HP,Firmicutes,0.03764,1
10HP,Actinobacteria,0.02356,1
10HP,Firmicutes,0.02428,1
10HP,Firmicutes,0.12343,1
10HP,Firmicutes,0.08084,1
10HP,Firmicutes,0.28461,1
10HP,Proteobacteria,0.56986,1
10HP,Firmicutes,0.0506,1
10HP,Firmicutes,0.08343,1
10HP,Firmicutes,0.04128,1
10HP,Firmicutes,0.51355,1
10HP,Firmicutes,0.00164,1
10HP,Firmicutes,0.66586,1
10HP,Proteobacteria,0.18842,1
10HP,Firmicutes,0.00338,1
10HP,Firmicutes,0.00562,1
10HP,Firmicutes,0.0233,1
10HP,Bacteroidetes,0.32866,1
10HP,Firmicutes,0.08373,1
10HP,Bacteroidetes,0.6345,1
10HP,Bacteroidetes,1.46068,1
10HP,Bacteroidetes,0.15851,1
10HP,Bacteroidetes,0.27118,1
10HP,Bacteroidetes,80.03736,1
10HP,Firmicutes,0.02281,1
10HP,Firmicutes,0.79917,1
10HP,Firmicutes,0.00277,1
10HP,Firmicutes,0.05183,1
10HP,Firmicutes,0.38788,1
10HP,Firmicutes,0.07775,1
10HP,Firmicutes,0.21547,1
10HP,Firmicutes,0.23918,1
10HP,Firmicutes,0.01197,1
115HP,Verrucomicrobia,0.00766,2
115HP,Bacteroidetes,0.00433,2
115HP,Bacteroidetes,0.0397,2
115HP,Bacteroidetes,0.00625,2
115HP,Firmicutes,0.02634,2
115HP,Firmicutes,0.57762,2
115HP,Firmicutes,5.80331,2
115HP,Firmicutes,0.04055,2
115HP,Firmicutes,0.01374,2
115HP,Firmicutes,0.43518,2
115HP,Firmicutes,0.05322,2
115HP,Proteobacteria,86.29025,2
115HP,Firmicutes,0.05957,2
115HP,Firmicutes,0.04271,2
115HP,Proteobacteria,0.33501,2
115HP,Proteobacteria,3.94805,2
115HP,Bacteroidetes,0.00149,2
115HP,Bacteroidetes,0.06825,2
115HP,Firmicutes,0.00441,2
115HP,Firmicutes,0.00225,2
115HP,Firmicutes,0.18475,2
115HP,Firmicutes,0.06941,2
115HP,Firmicutes,0.04533,2
115HP,Firmicutes,0.22264,2
115HP,Firmicutes,0.15949,2
115HP,Firmicutes,0.09379,2
119HP,Verrucomicrobia,0.01533,2
119HP,Bacteroidetes,0.02101,2
119HP,Bacteroidetes,0.00374,2
119HP,Firmicutes,1.32267,2
119HP,Firmicutes,5.27522,2
119HP,Firmicutes,1.55248,2
119HP,Firmicutes,1.05784,2
119HP,Firmicutes,15.70237,2
119HP,Proteobacteria,54.00172,2
119HP,Firmicutes,0.02456,2
119HP,Firmicutes,0.0547,2
119HP,Proteobacteria,4.52633,2
119HP,Firmicutes,0.03443,2
119HP,Bacteroidetes,0.0067,2
119HP,Bacteroidetes,0.00821,2
119HP,Proteobacteria,0.20609,2
119HP,Bacteroidetes,0.06242,2
119HP,Firmicutes,0.01896,2
119HP,Firmicutes,0.00853,2
119HP,Firmicutes,0.04396,2
119HP,Firmicutes,0.43419,2
119HP,Firmicutes,0.82493,2
119HP,Firmicutes,2.58019,2
119HP,Firmicutes,0.04066,2
11HP,Bacteroidetes,0.17853,1
11HP,Bacteroidetes,0.23988,1
11HP,Firmicutes,0.02985,1
11HP,Bacteroidetes,0.00524,1
11HP,Bacteroidetes,0.00151,1
11HP,Bacteroidetes,0.04177,1
11HP,Bacteroidetes,2.57333,1
11HP,Bacteroidetes,0.57219,1
11HP,Bacteroidetes,11.87426,1
11HP,Bacteroidetes,5.75957,1
11HP,Actinobacteria,0.54987,1
11HP,Firmicutes,0.10114,1
11HP,Firmicutes,0.00359,1
11HP,Firmicutes,0.00151,1
11HP,Firmicutes,0.01597,1
11HP,Firmicutes,2.28083,1
11HP,Firmicutes,0.62797,1
11HP,Firmicutes,0.12228,1
11HP,Firmicutes,0.47047,1
11HP,Firmicutes,0.00569,1
11HP,Firmicutes,0.00728,1
11HP,Firmicutes,7.44469,1
11HP,Firmicutes,44.90972,1
11HP,Firmicutes,0.0385,1
11HP,Firmicutes,0.33824,1
11HP,Firmicutes,4.64973,1
11HP,Firmicutes,0.02579,1
11HP,Proteobacteria,0.10417,1
11HP,Proteobacteria,0.03508,1
11HP,Firmicutes,0.19362,1
11HP,Firmicutes,0.0033,1
11HP,Firmicutes,0.01965,1
11HP,Firmicutes,0.28059,1
11HP,Bacteroidetes,0.53352,1
11HP,Bacteroidetes,0.66523,1
11HP,Bacteroidetes,0.02641,1
11HP,Firmicutes,0.56431,1
11HP,Firmicutes,0.5612,1
11HP,Firmicutes,2.58618,1
11HP,Firmicutes,0.83206,1
11HP,Firmicutes,3.68749,1
11HP,Firmicutes,0.24656,1
11HP,Firmicutes,1.38541,1
11HP,Firmicutes,2.32684,1
11HP,Firmicutes,0.01579,1
11HP,Firmicutes,1.0517,1
11HP,Firmicutes,0.02508,1
11HP,Firmicutes,0.96069,1
11HP,Firmicutes,0.05404,1
130HP,Verrucomicrobia,0.03942,1
130HP,Bacteroidetes,0.00789,1
130HP,Bacteroidetes,0.01335,1
130HP,Bacteroidetes,2.89303,1
130HP,Bacteroidetes,0.06706,1
130HP,Firmicutes,0.06389,1
130HP,Bacteroidetes,0.03637,1
130HP,Bacteroidetes,0.78214,1
130HP,Bacteroidetes,9.26321,1
130HP,Bacteroidetes,0.00931,1
130HP,Bacteroidetes,0.10038,1
130HP,Bacteroidetes,0.57116,1
130HP,Bacteroidetes,0.01841,1
130HP,Bacteroidetes,0.02259,1
130HP,Bacteroidetes,2.59227,1
130HP,Bacteroidetes,13.54493,1
130HP,Bacteroidetes,0.17548,1
130HP,Bacteroidetes,0.02774,1
130HP,Bacteroidetes,0.008,1
130HP,Bacteroidetes,0.73345,1
130HP,Bacteroidetes,0.06746,1
130HP,Bacteroidetes,0.14837,1
130HP,Bacteroidetes,0.25755,1
130HP,Actinobacteria,0.24481,1
130HP,Firmicutes,0.00394,1
130HP,Firmicutes,2.79732,1
130HP,Actinobacteria,0.03141,1
130HP,Firmicutes,0.10513,1
130HP,Firmicutes,0.95117,1
130HP,Firmicutes,7.04869,1
130HP,Firmicutes,0.74805,1
130HP,Firmicutes,1.65026,1
130HP,Proteobacteria,0.03073,1
130HP,Firmicutes,1.03193,1
130HP,Firmicutes,0.53922,1
130HP,Firmicutes,2.19547,1
130HP,Firmicutes,0.74426,1
130HP,Firmicutes,9.55915,1
130HP,Firmicutes,0.01462,1
130HP,Firmicutes,0.0122,1
130HP,Firmicutes,1.26867,1
130HP,Proteobacteria,0.01775,1
130HP,Firmicutes,0.11686,1
130HP,Firmicutes,2.59224,1
130HP,Bacteroidetes,0.48318,1
130HP,Firmicutes,0.00748,1
130HP,Bacteroidetes,1.35451,1
130HP,Bacteroidetes,0.00296,1
130HP,Proteobacteria,0.16485,1
130HP,Bacteroidetes,0.00583,1
130HP,Firmicutes,0.02728,1
130HP,Firmicutes,0.09163,1
130HP,Firmicutes,3.03447,1
130HP,Firmicutes,3.01029,1
130HP,Firmicutes,0.00858,1
130HP,Firmicutes,0.5854,1
130HP,Firmicutes,1.00234,1
130HP,Firmicutes,1.79863,1
130HP,Firmicutes,1.55833,1
130HP,Firmicutes,0.38523,1
130HP,Firmicutes,1.92833,1
130HP,Firmicutes,0.05229,1
130HP,Firmicutes,20.34438,1
130HP,Firmicutes,0.00714,1
131HP,Verrucomicrobia,0.18147,2
131HP,Bacteroidetes,0.01842,2
131HP,Bacteroidetes,0.01968,2
131HP,Bacteroidetes,0.06439,2
131HP,Bacteroidetes,3.98497,2
131HP,Bacteroidetes,0.14098,2
131HP,Firmicutes,0.00246,2
131HP,Bacteroidetes,0.13031,2
131HP,Bacteroidetes,3.48418,2
131HP,Bacteroidetes,0.00957,2
131HP,Bacteroidetes,40.59413,2
131HP,Bacteroidetes,0.33058,2
131HP,Bacteroidetes,1.31024,2
131HP,Bacteroidetes,0.00573,2
131HP,Bacteroidetes,3.92958,2
131HP,Bacteroidetes,8.8622,2
131HP,Bacteroidetes,0.02228,2
131HP,Bacteroidetes,0.48161,2
131HP,Bacteroidetes,0.01621,2
131HP,Bacteroidetes,0.10408,2
131HP,Bacteroidetes,0.33563,2
131HP,Actinobacteria,0.00753,2
131HP,Firmicutes,0.27769,2
131HP,Firmicutes,0.0444,2
131HP,Firmicutes,0.00309,2
131HP,Firmicutes,0.06342,2
131HP,Firmicutes,0.42781,2
131HP,Firmicutes,0.00712,2
131HP,Firmicutes,0.15112,2
131HP,Firmicutes,0.0524,2
131HP,Firmicutes,0.00662,2
131HP,Firmicutes,0.16833,2
131HP,Firmicutes,0.20218,2
131HP,Firmicutes,0.36067,2
131HP,Firmicutes,0.07956,2
131HP,Firmicutes,9.18855,2
131HP,Firmicutes,0.04595,2
131HP,Firmicutes,0.00182,2
131HP,Firmicutes,0.09209,2
131HP,Bacteroidetes,0.25911,2
131HP,Firmicutes,1.04152,2
131HP,Bacteroidetes,1.6578,2
131HP,Proteobacteria,0.01705,2
131HP,Bacteroidetes,0.08077,2
131HP,Firmicutes,0.00855,2
131HP,Firmicutes,0.08629,2
131HP,Firmicutes,0.0264,2
131HP,Firmicutes,0.15929,2
131HP,Firmicutes,4.44603,2
131HP,Firmicutes,0.00104,2
131HP,Firmicutes,0.13192,2
131HP,Firmicutes,0.9911,2
131HP,Firmicutes,0.40621,2
131HP,Firmicutes,0.04984,2
131HP,Firmicutes,0.00911,2
131HP,Firmicutes,15.22931,2
133HP,Verrucomicrobia,0.22464,2
133HP,Bacteroidetes,0.42072,2
133HP,Bacteroidetes,0.06231,2
133HP,Bacteroidetes,1.6601,2
133HP,Bacteroidetes,0.03353,2
133HP,Bacteroidetes,0.86273,2
133HP,Firmicutes,0.01048,2
133HP,Bacteroidetes,0.26776,2
133HP,Bacteroidetes,3.60859,2
133HP,Bacteroidetes,3.16956,2
133HP,Bacteroidetes,0.03536,2
133HP,Bacteroidetes,0.01239,2
133HP,Bacteroidetes,0.08988,2
133HP,Bacteroidetes,1.72075,2
133HP,Bacteroidetes,0.57071,2
133HP,Bacteroidetes,0.1006,2
133HP,Bacteroidetes,4.47209,2
133HP,Bacteroidetes,0.33485,2
133HP,Bacteroidetes,0.44547,2
133HP,Bacteroidetes,20.36134,2
133HP,Bacteroidetes,0.30211,2
133HP,Bacteroidetes,2.02813,2
133HP,Bacteroidetes,8.33633,2
133HP,Firmicutes,0.02149,2
133HP,Firmicutes,0.00574,2
133HP,Firmicutes,2.8864,2
133HP,Firmicutes,0.09619,2
133HP,Firmicutes,0.0316,2
133HP,Firmicutes,0.28748,2
133HP,Firmicutes,0.31056,2
133HP,Firmicutes,0.05151,2
133HP,Firmicutes,0.03765,2
133HP,Firmicutes,0.49491,2
133HP,Firmicutes,0.01458,2
133HP,Proteobacteria,0.26988,2
133HP,Firmicutes,5.18592,2
133HP,Firmicutes,0.1344,2
133HP,Firmicutes,4.80455,2
133HP,Firmicutes,0.08394,2
133HP,Firmicutes,3.64352,2
133HP,Firmicutes,0.00668,2
133HP,Firmicutes,0.16521,2
133HP,Firmicutes,0.17845,2
133HP,Firmicutes,0.07526,2
133HP,Firmicutes,0.01034,2
133HP,Euryarchaeota,1.79237,2
133HP,Euryarchaeota,0.69575,2
133HP,Firmicutes,0.08747,2
133HP,Firmicutes,0.31567,2
133HP,Bacteroidetes,0.04618,2
133HP,Bacteroidetes,2.64859,2
133HP,Bacteroidetes,0.02056,2
133HP,Firmicutes,0.55529,2
133HP,Firmicutes,0.05896,2
133HP,Firmicutes,0.23307,2
133HP,Firmicutes,0.07596,2
133HP,Firmicutes,1.25239,2
133HP,Firmicutes,0.03575,2
133HP,Firmicutes,0.44976,2
