variable,phyla,value,point_number
52HP,Bacteroidetes,0.01043,3
52HP,Bacteroidetes,0.14212,3
52HP,Actinobacteria,0.19187,3
52HP,Actinobacteria,0.12963,3
52HP,Firmicutes,32.04907,3
52HP,Firmicutes,0.38645,3
52HP,Firmicutes,1.86112,3
52HP,Firmicutes,0.23514,3
52HP,Firmicutes,0.53847,3
52HP,Firmicutes,0.75741,3
52HP,Firmicutes,0.21981,3
52HP,Firmicutes,0.53205,3
52HP,Firmicutes,0.01411,3
52HP,Proteobacteria,0.32339,3
52HP,Firmicutes,0.78124,3
52HP,Firmicutes,1.6421,3
52HP,Firmicutes,0.30741,3
52HP,Firmicutes,0.01239,3
52HP,Firmicutes,6.64311,3
52HP,Firmicutes,0.76712,3
52HP,Firmicutes,0.01687,3
52HP,Firmicutes,4.55252,3
52HP,Proteobacteria,0.06939,3
52HP,Firmicutes,0.6034,3
52HP,Firmicutes,0.21976,3
52HP,Firmicutes,0.00513,3
52HP,Bacteroidetes,0.63476,3
52HP,Bacteroidetes,0.05676,3
52HP,Firmicutes,0.13712,3
52HP,Firmicutes,4.56973,3
52HP,Firmicutes,2.269,3
52HP,Firmicutes,0.35722,3
52HP,Firmicutes,0.40365,3
52HP,Firmicutes,0.69595,3
52HP,Firmicutes,0.15837,3
52HP,Firmicutes,1.82959,3
52HP,Firmicutes,2.35038,3
53HP,Bacteroidetes,1.31924,2
53HP,Bacteroidetes,1.58899,2
53HP,Bacteroidetes,0.90985,2
53HP,Bacteroidetes,0.33387,2
53HP,Bacteroidetes,0.01282,2
53HP,Bacteroidetes,34.62101,2
53HP,Bacteroidetes,50.05766,2
53HP,Bacteroidetes,0.0053,2
53HP,Bacteroidetes,1.07648,2
53HP,Firmicutes,0.24917,2
53HP,Firmicutes,0.01412,2
53HP,Firmicutes,0.05009,2
53HP,Firmicutes,0.05927,2
53HP,Firmicutes,0.00422,2
53HP,Firmicutes,0.12048,2
53HP,Firmicutes,0.03983,2
53HP,Proteobacteria,0.03313,2
53HP,Firmicutes,0.74975,2
53HP,Firmicutes,0.00998,2
53HP,Firmicutes,0.00536,2
53HP,Firmicutes,1.98094,2
53HP,Firmicutes,0.03469,2
53HP,Firmicutes,0.02991,2
53HP,Firmicutes,0.01092,2
53HP,Firmicutes,0.67695,2
53HP,Bacteroidetes,0.00809,2
53HP,Bacteroidetes,0.01233,2
53HP,Firmicutes,3.50843,2
53HP,Firmicutes,1.60903,2
53HP,Firmicutes,0.57393,2
53HP,Firmicutes,0.00983,2
53HP,Firmicutes,0.03539,2
54HP,Verrucomicrobia,0.14192,3
54HP,Bacteroidetes,5.34085,3
54HP,Bacteroidetes,7.52861,3
54HP,Bacteroidetes,2.04384,3
54HP,Bacteroidetes,0.81219,3
54HP,Bacteroidetes,0.02673,3
54HP,Bacteroidetes,20.82124,3
54HP,Bacteroidetes,45.09579,3
54HP,Bacteroidetes,0.01019,3
54HP,Bacteroidetes,0.01504,3
54HP,Bacteroidetes,2.98202,3
54HP,Firmicutes,0.35655,3
54HP,Firmicutes,0.02129,3
54HP,Firmicutes,0.15295,3
54HP,Firmicutes,0.0802,3
54HP,Firmicutes,0.11266,3
54HP,Firmicutes,1.20873,3
54HP,Firmicutes,0.38917,3
54HP,Firmicutes,0.15378,3
54HP,Firmicutes,0.37898,3
54HP,Firmicutes,0.01026,3
54HP,Firmicutes,0.00852,3
54HP,Proteobacteria,0.95122,3
54HP,Firmicutes,0.03764,3
54HP,Firmicutes,0.03722,3
54HP,Firmicutes,0.65485,3
54HP,Firmicutes,0.01382,3
54HP,Firmicutes,0.01546,3
54HP,Firmicutes,0.08199,3
54HP,Bacteroidetes,0.62662,3
54HP,Firmicutes,0.24571,3
54HP,Bacteroidetes,0.01197,3
54HP,Bacteroidetes,0.02442,3
54HP,Firmicutes,6.4082,3
54HP,Firmicutes,0.24056,3
54HP,Firmicutes,1.98976,3
54HP,Firmicutes,0.06367,3
54HP,Firmicutes,0.19579,3
55HP,Verrucomicrobia,0.53499,1
55HP,Bacteroidetes,0.71773,1
55HP,Bacteroidetes,0.14779,1
55HP,Bacteroidetes,7.88937,1
55HP,Bacteroidetes,0.03924,1
55HP,Firmicutes,0.05474,1
55HP,Bacteroidetes,0.22936,1
55HP,Bacteroidetes,2.23515,1
55HP,Bacteroidetes,1.35286,1
55HP,Bacteroidetes,0.07002,1
55HP,Bacteroidetes,0.29603,1
55HP,Bacteroidetes,0.06118,1
55HP,Bacteroidetes,0.96888,1
55HP,Bacteroidetes,4.25449,1
55HP,Bacteroidetes,4.95846,1
55HP,Bacteroidetes,1.51325,1
55HP,Actinobacteria,1.53277,1
55HP,Actinobacteria,0.13315,1
55HP,Firmicutes,0.7729,1
55HP,Firmicutes,0.07129,1
55HP,Firmicutes,0.00299,1
55HP,Firmicutes,0.01632,1
55HP,Actinobacteria,0.1643,1
55HP,Firmicutes,0.31168,1
55HP,Firmicutes,0.27707,1
55HP,Firmicutes,10.20139,1
55HP,Firmicutes,0.34024,1
55HP,Firmicutes,1.0219,1
55HP,Firmicutes,0.02566,1
55HP,Firmicutes,0.15344,1
55HP,Proteobacteria,0.20742,1
55HP,Firmicutes,0.01744,1
55HP,Firmicutes,1.11968,1
55HP,Firmicutes,0.13471,1
55HP,Firmicutes,0.05172,1
55HP,Firmicutes,15.02769,1
55HP,Firmicutes,0.16807,1
55HP,Firmicutes,0.60689,1
55HP,Firmicutes,5.72844,1
55HP,Firmicutes,0.01889,1
55HP,Firmicutes,0.01378,1
55HP,Firmicutes,0.03254,1
55HP,Firmicutes,1.21229,1
55HP,Bacteroidetes,0.48246,1
55HP,Firmicutes,0.22138,1
55HP,Bacteroidetes,4.87332,1
55HP,Bacteroidetes,7.30951,1
55HP,Firmicutes,0.34869,1
55HP,Firmicutes,0.05974,1
55HP,Firmicutes,0.50162,1
55HP,Firmicutes,2.83785,1
55HP,Firmicutes,0.70621,1
55HP,Firmicutes,0.10642,1
55HP,Firmicutes,1.63832,1
55HP,Firmicutes,0.01166,1
55HP,Firmicutes,0.13551,1
55HP,Firmicutes,0.04012,1
55HP,Firmicutes,11.30025,1
55HP,Proteobacteria,0.64886,1
55HP,Firmicutes,0.00763,1
56HP,Bacteroidetes,0.00168,2
56HP,Bacteroidetes,1.18133,2
56HP,Bacteroidetes,5.65115,2
56HP,Bacteroidetes,6.98909,2
56HP,Firmicutes,0.18052,2
56HP,Bacteroidetes,1.4127,2
56HP,Bacteroidetes,0.13887,2
56HP,Bacteroidetes,15.77339,2
56HP,Bacteroidetes,0.05673,2
56HP,Bacteroidetes,0.00912,2
56HP,Bacteroidetes,8.3078,2
56HP,Bacteroidetes,0.14895,2
56HP,Bacteroidetes,2.53415,2
56HP,Firmicutes,0.03358,2
56HP,Firmicutes,0.03272,2
56HP,Firmicutes,0.03573,2
56HP,Firmicutes,0.01301,2
56HP,Firmicutes,0.0819,2
56HP,Firmicutes,0.35293,2
56HP,Firmicutes,0.45695,2
56HP,Firmicutes,3.12482,2
56HP,Firmicutes,0.36663,2
56HP,Firmicutes,1.86541,2
56HP,Proteobacteria,0.21643,2
56HP,Firmicutes,0.16434,2
56HP,Firmicutes,0.4334,2
56HP,Firmicutes,0.67788,2
56HP,Firmicutes,10.4402,2
56HP,Firmicutes,0.78856,2
56HP,Firmicutes,6.83754,2
56HP,Firmicutes,0.01459,2
56HP,Firmicutes,0.07627,2
56HP,Firmicutes,0.2543,2
56HP,Firmicutes,0.12007,2
56HP,Bacteroidetes,0.7806,2
56HP,Firmicutes,0.47555,2
56HP,Bacteroidetes,0.0662,2
56HP,Bacteroidetes,2.47297,2
56HP,Firmicutes,0.63072,2
56HP,Firmicutes,0.27812,2
56HP,Firmicutes,0.29917,2
56HP,Firmicutes,0.41058,2
56HP,Firmicutes,2.12014,2
56HP,Firmicutes,0.16866,2
56HP,Firmicutes,0.00422,2
56HP,Firmicutes,22.86033,2
57HP,Verrucomicrobia,0.07976,1
57HP,Bacteroidetes,0.00553,1
57HP,Bacteroidetes,0.03567,1
57HP,Firmicutes,0.04485,1
57HP,Bacteroidetes,0.01768,1
57HP,Bacteroidetes,0.02593,1
57HP,Bacteroidetes,0.16543,1
57HP,Bacteroidetes,0.27911,1
57HP,Bacteroidetes,0.00465,1
57HP,Bacteroidetes,0.04609,1
57HP,Bacteroidetes,0.09108,1
57HP,Bacteroidetes,0.05541,1
57HP,Bacteroidetes,0.16589,1
57HP,Bacteroidetes,0.72115,1
57HP,Bacteroidetes,0.01977,1
57HP,Bacteroidetes,0.02283,1
57HP,Actinobacteria,0.55269,1
57HP,Actinobacteria,0.05403,1
57HP,Firmicutes,0.38039,1
57HP,Actinobacteria,0.13403,1
57HP,Firmicutes,0.15303,1
57HP,Firmicutes,0.19289,1
57HP,Firmicutes,4.15818,1
57HP,Firmicutes,0.13489,1
57HP,Firmicutes,0.39672,1
57HP,Firmicutes,0.0198,1
57HP,Proteobacteria,0.12066,1
57HP,Firmicutes,0.34528,1
57HP,Firmicutes,0.33694,1
57HP,Firmicutes,0.06744,1
57HP,Firmicutes,0.64285,1
57HP,Firmicutes,0.06831,1
57HP,Firmicutes,2.15943,1
57HP,Proteobacteria,0.15257,1
57HP,Firmicutes,0.2739,1
57HP,Firmicutes,0.02497,1
57HP,Euryarchaeota,0.01128,1
57HP,Euryarchaeota,0.0039,1
57HP,Firmicutes,0.02367,1
57HP,Bacteroidetes,0.12447,1
57HP,Bacteroidetes,0.00243,1
57HP,Bacteroidetes,0.21969,1
57HP,Bacteroidetes,0.05019,1
57HP,Bacteroidetes,0.10864,1
57HP,Firmicutes,0.01762,1
57HP,Bacteroidetes,78.5333,1
57HP,Bacteroidetes,1.10619,1
57HP,Firmicutes,0.00986,1
57HP,Firmicutes,1.2312,1
57HP,Firmicutes,0.77887,1
57HP,Firmicutes,0.90883,1
57HP,Firmicutes,0.05445,1
57HP,Firmicutes,0.00104,1
57HP,Firmicutes,0.19713,1
57HP,Firmicutes,0.58623,1
57HP,Firmicutes,0.00605,1
57HP,Firmicutes,0.10032,1
57HP,Firmicutes,0.69887,1
57HP,Firmicutes,0.02843,1
58HP,Bacteroidetes,3.80579,2
58HP,Bacteroidetes,0.01123,2
58HP,Bacteroidetes,0.03732,2
58HP,Bacteroidetes,1.90727,2
58HP,Actinobacteria,0.15666,2
58HP,Firmicutes,0.0463,2
58HP,Firmicutes,0.07579,2
58HP,Firmicutes,0.00321,2
58HP,Firmicutes,0.04105,2
58HP,Firmicutes,0.0199,2
58HP,Firmicutes,0.14473,2
58HP,Firmicutes,11.4535,2
58HP,Proteobacteria,23.89428,2
58HP,Firmicutes,0.01958,2
58HP,Firmicutes,0.00826,2
58HP,Proteobacteria,40.95434,2
58HP,Firmicutes,0.0174,2
58HP,Bacteroidetes,0.06879,2
58HP,Bacteroidetes,0.00732,2
58HP,Bacteroidetes,12.29357,2
58HP,Bacteroidetes,0.01519,2
58HP,Firmicutes,0.0029,2
58HP,Firmicutes,0.06142,2
58HP,Firmicutes,0.38158,2
58HP,Firmicutes,1.01859,2
58HP,Firmicutes,0.00445,2
58HP,Firmicutes,0.12135,2
58HP,Firmicutes,0.06085,2
58HP,Firmicutes,1.39117,2
59HP,Verrucomicrobia,0.00706,1
59HP,Bacteroidetes,0.03191,1
59HP,Bacteroidetes,0.00099,1
59HP,Bacteroidetes,1.85908,1
59HP,Bacteroidetes,0.28489,1
59HP,Bacteroidetes,0.49352,1
59HP,Bacteroidetes,0.19634,1
59HP,Bacteroidetes,0.92558,1
59HP,Bacteroidetes,0.05667,1
59HP,Bacteroidetes,0.1665,1
59HP,Bacteroidetes,0.02578,1
59HP,Bacteroidetes,0.75639,1
59HP,Bacteroidetes,0.37428,1
59HP,Bacteroidetes,1.64132,1
59HP,Bacteroidetes,9.27498,1
59HP,Bacteroidetes,0.72794,1
59HP,Bacteroidetes,0.49665,1
59HP,Actinobacteria,0.46129,1
59HP,Actinobacteria,0.10259,1
59HP,Firmicutes,0.02653,1
59HP,Firmicutes,0.13774,1
59HP,Firmicutes,0.45126,1
59HP,Firmicutes,3.29854,1
59HP,Firmicutes,0.2031,1
59HP,Firmicutes,0.68085,1
59HP,Firmicutes,0.00569,1
59HP,Firmicutes,0.04394,1
59HP,Proteobacteria,25.10272,1
59HP,Firmicutes,0.47337,1
59HP,Firmicutes,0.53505,1
59HP,Firmicutes,0.10889,1
59HP,Firmicutes,28.62094,1
59HP,Firmicutes,0.41173,1
59HP,Firmicutes,1.90092,1
59HP,Firmicutes,0.44735,1
59HP,Firmicutes,0.0158,1
59HP,Euryarchaeota,0.16979,1
59HP,Euryarchaeota,0.21967,1
59HP,Bacteroidetes,0.56131,1
59HP,Firmicutes,0.1137,1
59HP,Bacteroidetes,0.02648,1
59HP,Bacteroidetes,0.5881,1
59HP,Bacteroidetes,0.03688,1
59HP,Firmicutes,0.0345,1
59HP,Firmicutes,0.01515,1
59HP,Firmicutes,0.45178,1
59HP,Firmicutes,0.14396,1
59HP,Firmicutes,4.15599,1
59HP,Firmicutes,0.53759,1
59HP,Firmicutes,0.465,1
59HP,Firmicutes,0.25033,1
59HP,Firmicutes,0.85501,1
59HP,Firmicutes,1.30373,1
59HP,Firmicutes,0.01455,1
59HP,Firmicutes,0.04171,1
59HP,Firmicutes,0.13245,1
59HP,Firmicutes,0.76502,1
59HP,Proteobacteria,0.17641,1
59HP,Firmicutes,0.01913,1
5HP,Verrucomicrobia,0.02892,1
5HP,Bacteroidetes,0.30511,1
5HP,Bacteroidetes,0.01181,1
5HP,Bacteroidetes,0.11337,1
5HP,Bacteroidetes,1.13698,1
5HP,Bacteroidetes,0.23469,1
5HP,Firmicutes,0.19091,1
5HP,Bacteroidetes,0.00959,1
5HP,Bacteroidetes,0.65002,1
5HP,Bacteroidetes,0.00049,1
5HP,Bacteroidetes,0.00409,1
5HP,Bacteroidetes,0.28367,1
5HP,Bacteroidetes,0.00057,1
5HP,Bacteroidetes,0.06133,1
5HP,Bacteroidetes,0.15052,1
5HP,Bacteroidetes,0.07573,1
5HP,Bacteroidetes,0.00725,1
5HP,Bacteroidetes,0.16176,1
5HP,Bacteroidetes,0.0999,1
5HP,Bacteroidetes,0.26976,1
5HP,Bacteroidetes,0.13771,1
5HP,Bacteroidetes,0.17733,1
5HP,Bacteroidetes,0.14035,1
5HP,Actinobacteria,2.79536,1
5HP,Actinobacteria,0.89427,1
5HP,Firmicutes,0.03306,1
5HP,Firmicutes,0.03439,1
5HP,Actinobacteria,0.13524,1
5HP,Firmicutes,0.01498,1
5HP,Firmicutes,0.42203,1
5HP,Firmicutes,0.58434,1
5HP,Firmicutes,0.23963,1
5HP,Firmicutes,0.2895,1
5HP,Firmicutes,0.03211,1
5HP,Firmicutes,0.02333,1
5HP,Firmicutes,0.0091,1
5HP,Firmicutes,0.00287,1
5HP,Proteobacteria,0.54632,1
5HP,Firmicutes,0.1938,1
5HP,Firmicutes,0.37199,1
5HP,Firmicutes,0.13293,1
5HP,Firmicutes,15.74603,1
5HP,Firmicutes,0.01537,1
5HP,Firmicutes,0.43261,1
5HP,Firmicutes,3.47994,1
5HP,Firmicutes,0.07342,1
5HP,Firmicutes,0.05714,1
5HP,Euryarchaeota,8.45815,1
5HP,Euryarchaeota,1.67742,1
5HP,Bacteroidetes,2.25901,1
5HP,Firmicutes,0.06828,1
5HP,Bacteroidetes,0.63057,1
5HP,Bacteroidetes,0.39087,1
5HP,Bacteroidetes,0.00079,1
5HP,Bacteroidetes,0.0323,1
5HP,Bacteroidetes,0.05388,1
5HP,Proteobacteria,0.01885,1
5HP,Bacteroidetes,0.02102,1
5HP,Firmicutes,2.97584,1
5HP,Firmicutes,0.01421,1
5HP,Firmicutes,0.06959,1
5HP,Firmicutes,0.7595,1
5HP,Firmicutes,1.43952,1
5HP,Firmicutes,5.7015,1
5HP,Firmicutes,0.00912,1
5HP,Firmicutes,0.14704,1
5HP,Firmicutes,0.00824,1
5HP,Firmicutes,40.04414,1
60HP,Bacteroidetes,0.40606,2
60HP,Bacteroidetes,2.66255,2
60HP,Bacteroidetes,0.65338,2
60HP,Firmicutes,0.00658,2
60HP,Bacteroidetes,1.83764,2
60HP,Bacteroidetes,0.03384,2
60HP,Bacteroidetes,8.65789,2
60HP,Bacteroidetes,0.15886,2
60HP,Bacteroidetes,1.16211,2
60HP,Bacteroidetes,0.03847,2
60HP,Bacteroidetes,0.14941,2
60HP,Bacteroidetes,5.46768,2
60HP,Bacteroidetes,0.20233,2
60HP,Bacteroidetes,1.48997,2
60HP,Firmicutes,1.26189,2
60HP,Firmicutes,0.44515,2
60HP,Firmicutes,0.16456,2
60HP,Firmicutes,0.10338,2
60HP,Firmicutes,0.17076,2
60HP,Firmicutes,0.01283,2
60HP,Firmicutes,0.31566,2
60HP,Firmicutes,0.2253,2
60HP,Firmicutes,0.6958,2
60HP,Firmicutes,0.15404,2
60HP,Firmicutes,1.07422,2
60HP,Firmicutes,6.53787,2
60HP,Firmicutes,0.03321,2
60HP,Firmicutes,0.67145,2
60HP,Euryarchaeota,0.07645,2
60HP,Euryarchaeota,0.00106,2
60HP,Firmicutes,0.69069,2
60HP,Bacteroidetes,0.12287,2
60HP,Bacteroidetes,1.45337,2
60HP,Firmicutes,0.09637,2
60HP,Firmicutes,0.03442,2
60HP,Firmicutes,0.84861,2
60HP,Firmicutes,5.59188,2
60HP,Firmicutes,0.29723,2
60HP,Firmicutes,0.94208,2
60HP,Firmicutes,9.68805,2
60HP,Firmicutes,0.07882,2
60HP,Firmicutes,0.5408,2
60HP,Firmicutes,2.415,2
61HP,Bacteroidetes,2.01854,1
61HP,Firmicutes,0.01914,1
61HP,Bacteroidetes,4.73493,1
61HP,Bacteroidetes,2.25247,1
61HP,Bacteroidetes,0.26145,1
61HP,Bacteroidetes,1.81178,1
61HP,Bacteroidetes,0.99725,1
61HP,Bacteroidetes,1.16509,1
61HP,Bacteroidetes,5.14671,1
61HP,Firmicutes,0.01503,1
61HP,Firmicutes,0.02226,1
61HP,Firmicutes,0.259,1
61HP,Firmicutes,1.89018,1
61HP,Firmicutes,8.95314,1
61HP,Firmicutes,0.20065,1
61HP,Firmicutes,1.03085,1
61HP,Firmicutes,0.13831,1
61HP,Firmicutes,0.42791,1
61HP,Firmicutes,20.69286,1
61HP,Firmicutes,0.06474,1
61HP,Firmicutes,17.41266,1
61HP,Firmicutes,0.00167,1
61HP,Firmicutes,0.20944,1
61HP,Firmicutes,0.17811,1
61HP,Firmicutes,0.59855,1
61HP,Bacteroidetes,0.56487,1
61HP,Bacteroidetes,0.11493,1
61HP,Firmicutes,15.04178,1
61HP,Firmicutes,3.25165,1
61HP,Firmicutes,0.76692,1
61HP,Firmicutes,0.2441,1
61HP,Firmicutes,3.89993,1
61HP,Firmicutes,0.15418,1
61HP,Firmicutes,2.1474,1
61HP,Firmicutes,0.04712,1
61HP,Firmicutes,0.36604,1
61HP,Firmicutes,1.37548,1
61HP,Firmicutes,1.01734,1
61HP,Proteobacteria,0.01247,1
61HP,Firmicutes,0.02079,1
62HP,Bacteroidetes,0.25512,2
62HP,Bacteroidetes,3.00185,2
62HP,Bacteroidetes,6.01394,2
62HP,Bacteroidetes,0.73418,2
62HP,Bacteroidetes,0.50755,2
62HP,Bacteroidetes,0.05776,2
62HP,Firmicutes,0.84947,2
62HP,Firmicutes,0.01489,2
62HP,Firmicutes,0.09918,2
62HP,Firmicutes,0.07589,2
62HP,Firmicutes,1.34556,2
62HP,Firmicutes,0.23729,2
62HP,Firmicutes,45.91784,2
62HP,Firmicutes,16.43328,2
62HP,Firmicutes,0.04609,2
62HP,Proteobacteria,1.6201,2
62HP,Firmicutes,0.33047,2
62HP,Firmicutes,0.2797,2
62HP,Firmicutes,0.85133,2
62HP,Bacteroidetes,0.00998,2
62HP,Firmicutes,0.03208,2
62HP,Firmicutes,0.01303,2
62HP,Firmicutes,1.66378,2
62HP,Firmicutes,0.83217,2
62HP,Firmicutes,8.29445,2
62HP,Firmicutes,0.13514,2
62HP,Firmicutes,1.47385,2
62HP,Firmicutes,3.51845,2
63HP,Bacteroidetes,0.05354,1
63HP,Firmicutes,0.01647,1
63HP,Bacteroidetes,0.03816,1
63HP,Bacteroidetes,0.01087,1
63HP,Bacteroidetes,0.01236,1
63HP,Bacteroidetes,0.03377,1
63HP,Bacteroidetes,0.05815,1
63HP,Bacteroidetes,0.08144,1
63HP,Bacteroidetes,0.08847,1
63HP,Actinobacteria,0.22729,1
63HP,Firmicutes,0.00482,1
63HP,Firmicutes,0.43452,1
63HP,Firmicutes,0.08712,1
63HP,Firmicutes,2.29429,1
63HP,Actinobacteria,0.21697,1
63HP,Firmicutes,0.65907,1
63HP,Firmicutes,0.35337,1
63HP,Firmicutes,5.49181,1
63HP,Firmicutes,0.00344,1
63HP,Firmicutes,0.08598,1
63HP,Firmicutes,0.84884,1
63HP,Firmicutes,0.00296,1
63HP,Proteobacteria,0.0405,1
63HP,Firmicutes,0.75623,1
63HP,Firmicutes,0.63681,1
63HP,Firmicutes,0.23036,1
63HP,Firmicutes,0.22757,1
63HP,Firmicutes,14.54932,1
63HP,Firmicutes,0.13072,1
63HP,Firmicutes,4.34232,1
63HP,Proteobacteria,0.27687,1
63HP,Proteobacteria,0.01479,1
63HP,Firmicutes,0.00248,1
63HP,Firmicutes,0.12869,1
63HP,Firmicutes,0.7904,1
63HP,Euryarchaeota,0.05252,1
63HP,Euryarchaeota,0.02191,1
63HP,Firmicutes,0.00492,1
63HP,Bacteroidetes,0.03972,1
63HP,Bacteroidetes,0.01726,1
63HP,Bacteroidetes,0.07385,1
63HP,Bacteroidetes,55.01031,1
63HP,Bacteroidetes,0.03737,1
63HP,Firmicutes,0.01692,1
63HP,Firmicutes,1.15411,1
63HP,Firmicutes,0.27886,1
63HP,Firmicutes,0.36337,1
63HP,Firmicutes,1.31243,1
63HP,Firmicutes,0.00066,1
63HP,Firmicutes,0.16655,1
63HP,Firmicutes,0.87982,1
63HP,Firmicutes,1.22571,1
63HP,Firmicutes,2.57786,1
63HP,Firmicutes,0.00739,1
63HP,Firmicutes,2.34509,1
63HP,Firmicutes,0.02314,1
64HP,Bacteroidetes,0.01513,2
64HP,Bacteroidetes,0.00971,2
64HP,Bacteroidetes,0.35137,2
64HP,Bacteroidetes,0.11623,2
64HP,Bacteroidetes,0.25188,2
64HP,Bacteroidetes,1.00357,2
64HP,Bacteroidetes,0.62902,2
64HP,Bacteroidetes,0.11873,2
64HP,Firmicutes,3.61266,2
64HP,Firmicutes,0.5101,2
64HP,Firmicutes,0.23313,2
64HP,Firmicutes,0.48014,2
64HP,Firmicutes,1.90342,2
64HP,Firmicutes,0.38193,2
64HP,Firmicutes,1.87176,2
64HP,Firmicutes,0.36251,2
64HP,Proteobacteria,0.42664,2
64HP,Firmicutes,2.22907,2
64HP,Firmicutes,1.45215,2
64HP,Firmicutes,0.56861,2
64HP,Firmicutes,0.20161,2
64HP,Firmicutes,0.04037,2
64HP,Firmicutes,5.84932,2
64HP,Proteobacteria,1.27144,2
64HP,Firmicutes,0.20422,2
64HP,Bacteroidetes,0.07664,2
64HP,Bacteroidetes,0.15289,2
64HP,Bacteroidetes,59.43377,2
64HP,Bacteroidetes,0.14326,2
64HP,Firmicutes,0.90299,2
64HP,Firmicutes,0.08494,2
64HP,Firmicutes,1.92473,2
64HP,Firmicutes,1.2237,2
64HP,Firmicutes,0.36657,2
64HP,Firmicutes,1.89404,2
64HP,Firmicutes,0.55792,2
64HP,Firmicutes,0.23528,2
64HP,Firmicutes,1.65693,2
64HP,Firmicutes,4.20453,2
64HP,Firmicutes,0.0828,2
65HP,Bacteroidetes,0.26006,3
65HP,Bacteroidetes,0.06921,3
65HP,Bacteroidetes,0.03684,3
65HP,Bacteroidetes,0.05443,3
65HP,Bacteroidetes,0.1125,3
65HP,Bacteroidetes,0.13627,3
65HP,Bacteroidetes,0.25617,3
65HP,Bacteroidetes,0.04243,3
65HP,Actinobacteria,0.12017,3
65HP,Firmicutes,0.31173,3
65HP,Firmicutes,0.5017,3
65HP,Firmicutes,0.01333,3
65HP,Firmicutes,0.19216,3
65HP,Firmicutes,0.3678,3
65HP,Firmicutes,18.86891,3
65HP,Firmicutes,0.20863,3
65HP,Firmicutes,1.16873,3
65HP,Proteobacteria,0.12756,3
65HP,Firmicutes,1.04156,3
65HP,Firmicutes,0.49961,3
65HP,Firmicutes,0.23915,3
65HP,Firmicutes,0.21083,3
65HP,Firmicutes,0.07333,3
65HP,Firmicutes,2.8024,3
65HP,Proteobacteria,0.18538,3
65HP,Firmicutes,0.17811,3
65HP,Bacteroidetes,0.03949,3
65HP,Bacteroidetes,0.14377,3
65HP,Bacteroidetes,63.6548,3
65HP,Bacteroidetes,0.17742,3
65HP,Firmicutes,0.03737,3
65HP,Firmicutes,1.26641,3
65HP,Firmicutes,0.42238,3
65HP,Firmicutes,0.62479,3
65HP,Firmicutes,0.57888,3
65HP,Firmicutes,0.2156,3
65HP,Firmicutes,1.48281,3
65HP,Firmicutes,0.17241,3
65HP,Firmicutes,0.44294,3
65HP,Firmicutes,0.10865,3
65HP,Firmicutes,1.82869,3
65HP,Firmicutes,0.0859,3
66HP,Verrucomicrobia,0.02707,3
66HP,Bacteroidetes,0.52092,3
66HP,Bacteroidetes,0.01141,3
66HP,Bacteroidetes,0.25366,3
66HP,Bacteroidetes,5.16414,3
66HP,Firmicutes,0.02004,3
66HP,Bacteroidetes,0.26293,3
66HP,Bacteroidetes,6.8176,3
66HP,Bacteroidetes,3.82734,3
66HP,Bacteroidetes,0.14049,3
66HP,Bacteroidetes,3.87811,3
66HP,Bacteroidetes,13.28608,3
66HP,Bacteroidetes,0.05266,3
66HP,Bacteroidetes,0.01428,3
66HP,Bacteroidetes,0.01265,3
66HP,Bacteroidetes,0.02562,3
66HP,Bacteroidetes,3.00423,3
66HP,Bacteroidetes,1.68793,3
66HP,Bacteroidetes,2.30149,3
66HP,Bacteroidetes,38.11063,3
66HP,Bacteroidetes,0.47611,3
66HP,Bacteroidetes,0.02408,3
66HP,Bacteroidetes,1.64041,3
66HP,Bacteroidetes,0.00497,3
66HP,Bacteroidetes,0.74921,3
66HP,Actinobacteria,0.36953,3
66HP,Firmicutes,0.04176,3
66HP,Firmicutes,0.01695,3
66HP,Firmicutes,0.07587,3
66HP,Firmicutes,0.02632,3
66HP,Firmicutes,0.03801,3
66HP,Firmicutes,0.25966,3
66HP,Firmicutes,0.35482,3
66HP,Firmicutes,0.10733,3
66HP,Firmicutes,1.07292,3
66HP,Firmicutes,0.0119,3
66HP,Proteobacteria,0.01615,3
66HP,Firmicutes,0.01352,3
66HP,Firmicutes,0.24375,3
66HP,Firmicutes,0.03724,3
66HP,Firmicutes,1.22019,3
66HP,Firmicutes,0.08307,3
66HP,Firmicutes,0.12971,3
66HP,Firmicutes,0.11665,3
66HP,Firmicutes,0.01303,3
66HP,Firmicutes,0.07778,3
66HP,Euryarchaeota,0.01353,3
66HP,Bacteroidetes,0.88758,3
66HP,Firmicutes,0.29326,3
66HP,Bacteroidetes,0.02105,3
66HP,Bacteroidetes,1.66625,3
66HP,Bacteroidetes,0.35832,3
66HP,Bacteroidetes,0.24042,3
66HP,Bacteroidetes,0.42235,3
66HP,Proteobacteria,0.29897,3
66HP,Bacteroidetes,0.10164,3
66HP,Firmicutes,2.32913,3
66HP,Firmicutes,1.90375,3
66HP,Firmicutes,0.09924,3
66HP,Firmicutes,0.60071,3
66HP,Firmicutes,0.12757,3
66HP,Firmicutes,1.1247,3
66HP,Firmicutes,0.01997,3
66HP,Firmicutes,0.09557,3
66HP,Firmicutes,0.12346,3
66HP,Firmicutes,1.8664,3
66HP,Firmicutes,0.00375,3
67HP,Verrucomicrobia,0.12482,1
67HP,Bacteroidetes,0.0425,1
