Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
ko03020	142.0261941604	132.8019681067	398.4785515971	74.9988888962	48.9397333717	114.0409937408	105.628056574	472.8484601217	345.1355894727	361.5241481394	65.2791916486	84.6212954286	132.4731190144	48.2937271224	197.5901665751	194.0707289368	8.0650949634	159.5933460053	149.0589020791	310.3878812914	378.4572873811	188.6568856922	155.9114062343	169.0483346693	344.2337428872	252.467128903	443.1252809878	199.331623381	373.1849304512	251.2523446472	441.4988877	371.4489797743	258.4072101928	344.0784758944	159.7437599322	135.0120610011	198.4951894183	562.2222845749	240.7050809475	39.9719391024	92.5080480538	76.2291387466	152.4930339392	219.395450629	82.494052089	81.7077062925	100.0339672706	337.532629191	165.9719159114	209.9387095192	32.1810299299	77.1540838995	84.3832147447	198.9287658195	37.7014509539	81.6926545738	145.969326102	170.3215425854	684.8443084096	259.309529388	56.2634127898	43.5453847047	172.0351426223	274.0780881274	129.2899978577	159.3941707171	109.1242058378	538.8323066812	136.4351918656	279.7008151511	204.4965323425	140.3381721207	189.3048825872	189.5736228699	302.6032472804	405.7852902969	277.8408994839	292.9553986311	96.4721246894
ko03030	110.966003728	93.9508755569	330.5922876951	40.1810436715	22.0808399025	72.4688818083	80.5474236932	406.4049214957	212.3985007791	269.2605765211	43.951911088	62.7847366361	49.2691038968	34.1426593209	138.7303723347	127.5346964135	20.4944124742	93.1657971791	129.5259632969	243.1494847536	240.7288775922	132.0684678071	114.1688067144	118.1923111179	263.7326068325	247.920077617	386.9447997448	167.3298742717	303.0242935589	172.245596985	368.7411726487	300.6393846148	197.3576771511	251.0448226043	146.74177846	74.7314336478	122.8482834124	554.7336539576	182.377260828	21.9148139088	58.7543223792	153.2653428138	80.2378123443	179.8975877602	59.2983790103	59.0963536967	72.019762004	1016.9066304811	153.5789321886	152.1473975413	22.298007577	57.1636913708	77.5659775453	153.5304935764	28.1003512063	55.7935877317	124.8964727249	131.5882018402	570.8669384324	221.2880967276	35.5974138916	21.9521185437	138.4476219253	242.8337574862	74.599111522	120.6639565496	67.4007878477	400.1333372432	98.9985789361	194.9854646451	94.1497855688	69.010031511	118.1045361156	108.7161465162	215.4024078906	353.070234307	220.4197318997	234.0308650972	82.4293131764
ko03060	122.6250326936	107.8087284858	393.5188200182	73.3205914228	43.5116119914	90.6292156338	94.6841462122	514.3995381404	280.4420144379	347.4193719741	55.1510820548	77.2269055827	71.5836529455	40.1254582886	173.8103135032	164.9910582505	0	127.2407469462	201.7376031196	270.2156134158	268.0500448634	230.3564770805	137.6167738789	145.7511777066	246.6907032838	259.5575743063	403.2934410358	223.0716812167	403.524193585	228.0161379385	515.2900996829	434.9987352895	339.9699531487	307.5137223235	172.5113723851	92.8586332958	156.2335422214	671.5632666394	202.0299203439	27.3345633071	72.7317313103	159.9565767389	88.570444494	203.9509279734	84.8128332615	66.5771425438	128.0962116258	687.8646239821	194.72193662	167.6353625156	22.5520437061	68.4646197289	78.6112614699	210.2343845254	46.961004036	67.7364723705	170.0810797073	176.2038727104	666.9346815741	264.3601471381	55.9088093572	37.5944575705	154.1460043453	275.6755907671	102.6557137497	191.2229509201	70.7670786088	446.9298186711	106.2817783255	261.3288016027	105.7972818123	79.541144934	164.9796138495	158.3758664138	242.7232398085	407.2826362726	288.4274899655	288.6757854488	107.1990714324
ko03070	89.5023146875	73.985348314	180.7285992185	38.8148953531	33.0507685231	51.1729355793	70.7515219476	227.854237971	167.2994142008	197.892741399	31.5357664046	36.4943989878	42.979856905	27.0414539466	99.9134928411	105.4209332057	42.5591601087	134.0738580556	142.065738869	169.5272034913	213.425645979	122.5673167922	98.3717342192	95.3058302978	221.2544601195	134.0774206577	224.0800316023	114.8069022109	208.5102895602	142.5171622414	261.0756116122	212.2345796759	165.416527481	184.981615989	77.0535586343	81.3055839637	103.3746646221	446.7315915316	159.744834197	25.543637105	53.7555354473	162.6823720184	92.7155375331	105.7109417762	51.7976641134	46.7039761764	66.8892834378	669.3061208766	144.8491780372	115.7765003951	19.2309967587	48.9054453958	53.2597918107	111.9836901576	25.5765958482	43.8687643581	90.3114202217	95.6955736822	314.2625149449	162.2109908017	30.7728963623	23.3692314595	105.9227226194	145.0526264252	87.9079704317	107.8519191943	81.5310116428	241.337034055	58.1237422347	146.2165419925	103.3979159964	66.2302260675	87.4560414856	113.7337345101	156.555215306	199.4087256504	147.5609856722	169.654554193	60.1259532252
ko03410	89.0503010207	74.2439794528	297.0670699317	39.8696532485	25.295774126	61.7998662045	70.1154964231	342.0562865727	149.1992209056	250.6474121265	38.7977210808	57.8177868078	33.8263206781	29.7317463169	107.548434713	110.4711592015	15.4967081906	87.0125762969	114.7810540355	193.0221003874	210.3653746696	112.4687658872	97.8577009067	97.0298390165	190.0807741779	187.6156310283	263.7064713441	149.0289580156	286.9163394151	148.9255399113	315.4920664417	274.443834693	177.3632769647	223.0056310035	122.7339770955	67.5980185401	106.3470677773	467.2427424766	136.9202111095	24.1591693291	50.286390371	125.0469411767	77.8137828879	154.8337195702	56.5089352765	53.0502715331	65.549221012	438.6973595263	143.7362958416	150.8716881137	17.3878369265	51.6729547733	64.8600735837	127.5756947357	21.3058696004	48.8805153012	99.3196493848	112.0602930652	436.6946756743	185.8960567476	31.4107689069	24.7110382389	115.7397294224	195.7980383202	72.1801722788	111.6853583513	56.7104845898	337.5906975437	77.2543460619	176.1071065386	99.1330684903	57.9795163529	102.3292844095	92.2773921431	168.033464004	294.3891623891	196.2984428428	205.4461519946	73.6610047991
ko03420	88.8730589131	80.8970557322	243.970759905	49.7565111681	26.3259068636	59.8124654455	72.5384840334	310.9090872263	145.200972903	210.8902145213	44.1992490021	50.7876932814	49.2639183035	30.2194883288	122.4460085309	131.4109984132	10.8261881514	93.4294109338	108.5342481808	167.1516914513	186.6147881111	127.4440924166	101.7768022375	122.1226340917	218.375537908	186.3149395127	217.7318936517	151.3017243354	264.2982851836	156.1587108682	272.2361527568	284.0236449652	198.4238054469	228.7350983715	116.2348855251	78.5419117568	120.9495572493	427.0992947501	163.1234626778	23.4471251872	56.0150587235	78.7429749507	87.1150259491	131.5460354593	54.8841467516	47.2762809713	82.9507028747	287.9660572726	114.5905308369	146.758384922	19.7954419816	50.2064725803	57.8107089737	146.1102776534	28.0850104755	51.3345525571	114.9085561273	107.3766057531	365.8197912141	152.6272989882	43.9851293085	30.3878045101	122.3425928778	188.9373621007	80.8126765484	124.8106510022	70.3461179147	287.3983958786	80.1399355707	186.1885965616	119.1521861935	74.8896037024	112.7279324909	115.2014114202	167.045795456	253.8314154951	177.5930544344	166.3495478026	71.919678787
ko03430	145.6225868126	135.6489444321	458.2398010844	54.1518667282	30.7972948124	99.4637419638	103.1194353365	563.8441098591	283.6480739985	357.3254707763	63.464550875	91.5357579097	62.0905844864	43.9387151938	180.8701632066	167.379011389	23.3986341497	119.6978020192	171.2660916389	300.1084323464	298.1141916707	180.7718409267	157.3496694551	167.3363617024	311.3390027218	317.6126350728	464.4760806391	230.5720896178	401.1054046633	246.6815755278	440.1629508384	385.9297054281	274.1297487024	348.9337366242	211.0901972057	98.5050325966	177.7766737776	781.0382055853	227.1575443309	28.0067888414	75.622346052	193.2806974186	103.1686688919	228.3025062119	82.7068476863	75.9311147517	99.2915538368	772.6536239785	201.0209684914	191.9756660428	26.897290728	75.5582840608	107.3620679185	197.4782045919	34.8538759618	74.905601101	175.4130229733	173.0246006228	749.6878758842	295.6283315662	48.6926530907	30.5739941199	176.7680707229	313.3795444744	100.534985491	163.1677835686	86.5038537989	539.7139843	134.7024912347	260.5046331973	119.5916906882	100.1960891194	179.3573473864	145.4836161097	287.9356159845	458.0108369646	283.2660990855	309.0077399398	103.0158992758
ko03440	157.302918625	134.2769809071	399.8405847594	71.4887655413	34.7475519933	99.5850411794	118.1763421917	497.9453602465	246.3133233352	341.6009387855	63.8323727346	89.0842683907	61.3107844135	48.9064242624	182.3375541585	172.6446934198	17.9122047748	122.9988396168	192.8526341494	306.52054412	327.5944310052	197.6302712811	148.2350954586	165.3068056792	332.7869237758	329.171930836	502.7539746193	216.1294774162	413.3189460824	223.0106235754	444.5287100704	427.3913827072	296.2703245902	338.4210260377	178.2849408741	102.7326360608	167.2036746136	657.4179296457	225.68741064	30.7812291228	87.9827327154	162.0310019214	114.2569247013	206.6143451269	79.4787881131	74.0245114194	117.0198356438	697.1561717513	171.3487272962	174.7877201619	29.9043508593	76.1804067268	97.82999888	225.7632016192	43.1770487487	79.1726654157	173.0074765841	178.8659324637	702.2603077527	279.7622136173	64.6995587788	45.7096020528	183.2125066779	318.758760199	113.7881070405	188.1604305719	103.1924500013	486.3113927121	136.4921758797	278.8404975863	143.4004659994	93.5718993116	168.1944521723	157.8468763559	267.3160141082	468.4086910723	303.2175353102	293.2770035349	108.3690912447
ko04112	179.3786281327	161.0918289896	467.6515827746	118.0752815226	60.3064076875	116.0723482935	131.8827516064	604.6657102328	320.6027972887	408.179946347	87.0580063734	88.9884939564	85.6852320544	63.4750589761	258.7503877802	237.7996629833	15.7811683715	181.0425965782	253.0622052284	407.3604487783	392.1857379525	277.0277006962	217.4299291273	244.5502191102	511.7163169045	343.051800311	457.7777792523	301.8294998652	527.1767048273	377.9586636716	551.8822745115	560.8446001496	455.2191005146	430.7903069765	226.0975167789	151.7172677155	235.5479916299	864.0840327352	314.7325842265	49.9692050424	107.1035774379	137.7967836823	196.6590252947	244.4192441401	107.2714035144	94.1625665799	191.5443438255	1295.7842734225	225.8289360475	228.2896004928	38.342919353	97.0770562777	113.3512508639	332.9777632824	60.2184200849	108.2762130101	220.9300100272	208.3543822308	646.3925282966	286.5275337821	85.3562086959	69.0364671778	248.9778825399	359.5961907072	197.4478969941	301.2640489691	145.4052245439	543.7895259626	165.9776416405	363.1054636106	263.3648100434	155.6302590273	246.1656572272	234.501961062	331.6869087134	484.719850269	338.7021320222	310.4661518866	147.9213021207
ko04122	93.4269895604	93.1786219356	255.2523689194	24.4115975675	14.0872390667	70.9612826132	54.3417610161	407.5834637243	115.9912313744	148.3926551808	36.3664996923	59.293952123	23.1400988712	31.7727721718	122.6474715832	114.7995056788	35.8097080751	114.6684561457	62.4146936385	171.0863894893	165.5419119923	74.1119140975	132.1462196499	93.0929483111	290.2370304756	176.5251953884	160.6136885545	183.2925511861	210.7199959033	235.5489528535	133.0850153463	171.6369623778	126.5499243359	264.0966820604	178.5143333073	57.0359024152	165.8586478567	836.8102128651	123.1448231233	14.1487749347	40.1772281274	181.3737664045	75.8037243281	97.6085364756	50.0517168038	42.1783981544	35.242770313	726.7177743748	210.8829479029	180.2230073982	19.9662908282	58.2845262731	98.7382287077	129.4890537023	10.919012221	49.814868793	87.1297546922	95.6387081486	288.6908571201	142.6064350955	17.3890455683	15.6929790133	123.4443713803	165.441702991	60.4018957293	57.7678435494	54.3829628356	259.0290461935	77.0006249932	125.916440745	115.1228439263	70.489917953	93.22411895	86.7796385992	179.1510878247	224.0454410236	160.0187699409	168.4580188451	40.5363956514
ko04141	5.4102807481	5.9840397974	26.5089071041	0	0	5.6195195137	4.470081854	22.4266273127	26.6977117052	27.3282703047	2.2767020056	4.8438191341	5.6946704957	1.6572534309	10.6552887553	7.0179274962	0	4.5100962502	8.2244476872	13.2704332179	13.5882137965	9.8133041236	5.6769331444	8.0649642908	10.7106284493	19.0804207598	42.0927808702	10.4119985948	26.8513859638	10.3598749743	43.7286050758	22.6893647402	14.6963865877	12.6713675067	5.4448559354	5.8792228085	6.7224724695	15.5040506455	12.4809636565	1.7708670813	4.1432223562	0	4.3521188222	13.2993372875	4.584741507	3.5814455918	4.858638706	8.5000648526	11.83458585	11.8544223716	1.8956533271	2.782217851	2.5662476494	0	0	4.0442790625	8.2181948161	10.775191277	45.0775584053	15.031129188	2.214025442	0	7.0403830907	17.4843660384	4.7669036906	8.3699769742	4.3093043529	37.1237939018	8.6191836479	17.3047743197	6.6791016769	0	10.1249395585	6.8660370178	18.2052886184	26.8949311878	19.7682550233	19.6658230456	3.820798178
ko04626	46.8658858607	45.0634038033	76.6546247514	37.8029440981	19.2917789934	29.4015253681	35.441181945	125.4040664023	62.6969111836	65.0887457485	24.932230216	17.3033222624	17.4704236434	21.8409264986	63.4175132592	70.4330171546	4.6656532954	60.6282051885	57.518102626	103.2060132592	107.2206206774	64.5891501447	56.8276186589	62.6215760035	123.6422807856	66.8343324314	66.631496493	70.2712930753	89.5517701338	84.2705322778	77.8825211135	103.3133885389	87.6425696618	101.8360388439	45.8290527404	53.3619739436	72.2085952744	171.2896216685	91.9644902586	13.4038328742	26.3050097876	28.5900431882	59.6285340113	35.4791111382	23.9352599123	20.3807491483	46.5974050505	146.4473565727	48.3527347723	53.3887243579	11.0480491564	25.7723838441	23.6582388641	73.6564366987	20.0366017339	31.4969136427	44.6235222474	42.4968205465	100.6187454919	50.1085924197	30.5173921164	24.9902096463	59.8277519331	68.0714997224	49.2697037756	65.2838347226	50.0865779175	99.4441982889	39.9945578983	83.3605433198	89.554031737	58.4603678174	69.4110110838	78.3993859455	77.762322247	78.0488068345	72.8424258569	53.4250702119	39.9946053661
ko04910	18.145226618	15.9756574259	46.4838282091	0	0	14.7484399327	12.8425037836	62.0828617582	33.6363093018	42.2707813074	7.2435284784	10.9225225604	0	5.092698608	26.8680769981	21.9349230479	0	17.6827679603	18.1414408828	38.7313748818	33.8920032634	21.2016819234	18.1256654106	19.2328205364	54.464941445	39.4321710801	47.7779481217	29.6604956966	49.7376237494	31.1897994432	41.3980420979	48.309656427	33.1523679686	40.0384859884	21.2243364369	14.0772488304	25.5182503898	83.4269729266	24.2142778135	4.4323173614	9.7955786378	0	17.4883836394	18.0879941854	9.8791745855	8.5950064689	12.1037075819	48.8041369211	28.3922793976	20.5611550067	4.431229278	10.1358017241	11.7083087056	23.4119114094	0	10.4183267165	20.3131098213	18.9850943182	66.7259057379	22.9433722098	0	0	24.6991457216	37.1127531569	14.778282894	19.6180871596	13.3310502061	59.7533605447	22.2590640557	38.7016536865	20.2036646456	13.9132559176	24.2081202987	18.7458851758	35.9873985395	49.5977871796	40.8098583321	37.2734189801	0
ko04974	8.8287632311	6.0092524024	55.6284879558	3.0612969752	0.8854591924	7.0214933294	1.6931954735	30.7928235677	15.2990486309	48.3816041261	1.4036636905	9.7919051087	1.2477290397	1.148745034	11.7137079717	3.4523273918	0	1.3965852761	11.6661516837	22.6778574679	31.735564824	15.6713256334	2.2891903176	4.3372763609	6.6097599638	33.3853295106	31.5375624628	8.9560933936	44.1578126435	6.5666578057	26.2591351609	45.1749382718	27.2585605787	10.2406917467	2.2684283683	3.9155461437	4.2377365394	0	7.3670688679	1.3460563439	5.6267336526	0	1.1796086624	34.6397966202	4.6707132218	6.5011551972	7.7756488918	13.6210517854	13.5458017247	3.2343725318	1.986224386	3.4068359249	1.7656425278	7.0928032409	2.3847472192	2.9553422046	11.244441763	12.9475550867	80.6614246211	36.141601504	2.4749862747	0	8.7825052747	33.3612812981	4.6805394595	11.9264174391	2.1710996223	70.2150703596	13.1985987173	28.4753872911	2.8608465914	0	10.5157961099	5.383650859	16.8645911147	43.7193904608	28.9629765094	41.6698356112	6.9272962408
ko05120	15.3364211676	14.5474966817	56.6374969811	7.3339248988	3.1354821257	13.2828083088	14.2694602011	61.0471663345	20.802422482	44.4935389991	7.8473549439	12.2336133221	5.8723117954	5.7678982096	21.98517671	15.6430772294	3.6937990996	15.8356243674	21.2546233243	27.7233187633	32.2726832478	23.7085081105	16.8093955079	18.6182629428	30.0523520506	37.911725315	44.2866729102	24.3066479941	47.7278639403	26.0663361039	54.3196765106	53.2472533862	35.92177953	34.4064564155	20.8554364242	9.441252438	16.3886857486	72.8760120367	22.5449770173	2.9681831538	10.3683901074	15.8134104416	16.0497353203	29.693241113	7.8891785111	8.9977299351	12.3174387482	115.4282471062	28.9588234399	28.7456099002	3.036529093	8.8100514673	10.2592540896	23.5771608278	4.678912844	7.525901485	19.1070959413	20.5840561017	75.3990164629	32.3336188623	5.2495494202	4.684329387	20.0554266313	37.1976324295	13.3731018726	20.9003797587	11.1825208304	66.6102744748	14.9211248857	33.2852819483	14.7162539016	8.1704033275	20.7242246015	16.320564764	26.3809339298	47.1778137293	36.803277436	40.7247772575	12.5291899031
ko00280	0	0	119.5497149725	0	0	0	0	0	61.2446837303	121.2838329867	0	0	0	0	62.1821370791	0	0	0	56.8414869858	100.8511539249	130.7194059763	60.7408823844	0	47.2226911317	113.3288098679	93.2804665811	117.8656729193	65.9256401665	134.8362060054	0	150.08521026	126.2877739208	0	104.3601331712	50.2805664773	35.1897083584	0	195.8911114432	82.4937139678	0	29.4702537721	62.9966757161	35.7789854411	76.8963818438	0	0	0	270.5527770345	0	69.4410585972	0	0	0	0	0	0	48.0571632036	55.217435759	226.4438007593	90.5334680565	0	0	0	100.7581252287	0	0	0	140.0075595925	0	0	0	0	0	0	77.2714520055	143.9980782843	0	97.6621219241	0
ko00310	25.0304704302	20.8393680808	46.0807297576	0	0	12.177334006	21.2454297948	58.2782358646	30.2164036944	49.0036711316	0	10.7432126281	0	12.5225184494	31.945366016	32.4580462707	9.7509978546	37.3525540851	30.3314738781	70.0915135141	75.6688298837	33.272916317	0	27.5987859829	76.2775501523	34.1648322148	60.7243563369	34.3457297277	78.2282813759	40.0663605568	47.7258719964	64.0170445646	48.9415288825	69.1286335307	23.1229442666	26.363412256	37.4633122028	166.6237655796	56.644181034	0	13.5230191371	195.3917673551	0	31.9539458545	11.388896848	9.5234043382	0	357.6603098442	54.0365901841	32.7891193999	5.2081408994	11.4990165295	17.792002057	0	0	13.3401430376	28.6996658662	25.7728850628	84.4536149072	51.7759236748	0	0	40.5833947166	44.2323100369	23.2752070423	34.6624200621	24.0948401142	71.2990011442	17.5093465966	47.7499981536	50.0000845303	0	30.9143016105	37.0714523912	48.2041069216	59.3195866688	33.6082401583	49.2209970576	0
ko00362	22.7467633331	18.5990182241	18.4594781016	5.1613840592	5.7208434025	15.975432608	25.8276921454	57.0094718487	39.6715088385	19.2290445817	0	10.7936665836	9.0765931159	10.7450449448	27.3763601119	33.5822546633	6.4141711897	43.1383671287	13.6101834166	50.5674156862	62.0031873813	12.7851357362	30.7893934679	34.9597887979	81.1843656277	24.0040004907	18.1158278324	31.9005059554	23.5239150946	43.277166848	29.9736598167	25.186384783	18.8421803557	59.221128954	18.1893387117	22.8269598139	39.1455126027	131.5765870653	46.2781715357	6.5455173879	11.7927601415	39.905619123	35.1189405183	6.6932205475	9.2164215698	6.7751872211	7.0492687168	182.5659294912	29.7438732923	39.8212936455	4.7446393359	10.4436999842	11.4578497392	29.6166499164	3.5098244237	13.8375575676	18.1408361381	16.4676874084	43.2199099955	14.780346366	4.9122196586	4.7764006417	35.4565275711	25.3278352619	18.5145069637	8.8319525426	25.586900466	21.2771427726	17.2106734928	31.997407719	55.8958107421	30.1144815465	32.4265496694	30.6655279667	39.9744805162	23.5830646094	22.1239991573	17.1088330328	13.7157962352
ko00450	212.5091016314	175.9714326372	491.6643073217	0	55.4296808023	133.4137771471	165.7349461121	652.103684275	285.3648797753	0	0	0	0	62.3841081571	251.1626609666	259.5309246942	26.4283441093	204.7685101128	219.2644035784	407.7882277071	454.8300449127	230.052587421	216.6999423774	238.3061659685	545.9498605421	359.8756247387	420.9639001429	312.3819057519	509.865684959	336.8190403501	0	0	354.1809810678	534.7428324987	246.7322038678	160.4203364088	244.9161658949	971.5734810103	332.7554052209	0	123.3495524976	208.672760724	258.1896807024	0	104.8501397467	0	0	844.1473558714	253.0938327134	257.4399871111	44.0036291858	109.349854223	125.1786296685	294.3295332918	59.1327916924	109.7134356137	0	222.0132503152	716.4900973822	316.5642794121	0	56.7942143255	274.8103680901	405.3796734885	153.3952773375	0	149.3452948421	0	0	0	297.934178507	163.1186506531	228.7744404416	227.1259436402	363.1925926262	552.1059923326	363.1043963874	338.572725197	152.4337578612
ko00600	0	0	0	0	0	0	19.5423273396	0	0	0	0	0	0	11.2664036468	0	49.3401811251	0	0	0	0	0	62.6084850058	0	0	68.6005723658	0	0	0	0	52.5520195798	0	0	0	0	48.9662284201	0	33.4395648126	90.1745150729	0	0	0	0	23.9595041112	0	0	0	0	0	0	31.3264390071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4586842732	55.0657914614	21.2919375044	0	0	0	31.6895334611	0	0	0	0	0	0	0	0
ko00660	0	0	0	0	0	0	0	0	0	430.6325179486	0	0	0	0	0	284.2120333319	0	276.6900323014	0	462.4222546166	504.6488147943	259.0520973074	0	264.2873867934	654.4866887859	398.7000708637	545.2294646569	323.2247809885	0	0	573.2900646012	0	0	535.1669392832	274.6348827833	0	0	1160.8700549431	407.6594415195	0	0	208.0763312801	206.5227106916	0	0	0	0	1133.5026549071	316.601620369	347.2505866852	0	0	0	0	0	0	0	223.0830348744	657.7422461405	0	0	0	0	0	209.05228184	0	0	609.5605024672	0	0	0	0	0	0	398.5274360572	538.2696865117	0	0	0
ko01040	25.3598934875	0	0	0	0	0	0	0	0	0	0	0	0	10.083718963	0	29.964389161	5.2926609382	27.8356280966	23.375097143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5233464593	28.9038316649	0	0	126.4583832445	31.5818132563	0	0	37.2178642346	23.5426079344	0	0	0	0	177.256015854	38.0369444463	27.1933854224	0	0	0	0	0	0	0	0	0	41.5022009722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7444515108	0	0	56.3122342782	0
ko04146	0	23.9034580194	107.7189329566	0	0	20.9386645201	18.2206366299	86.8875589325	47.5371828693	88.8176612859	0	18.7796156088	0	8.5990120123	40.3225085231	28.4507991129	0	0	32.9321842379	69.4262232352	78.2382150676	35.7533485598	19.9588431188	24.8094051865	51.2380585259	68.1292414788	0	38.2720450575	91.0117284642	34.3775352409	129.261610469	84.3110838296	53.0554398004	61.8278688905	29.5891329324	0	29.63508004	0	0	5.0792641031	19.5664156712	0	0	62.6712632985	14.5180128216	15.1188910611	18.0044558886	0	0	0	5.1682462304	14.2186426116	0	30.9381221644	0	0	30.2211388797	37.5192132603	179.9939494996	75.4846198966	0	0	33.4878643482	70.4416696861	18.1817831207	25.9788023303	14.1585465163	127.4535827448	25.4285695207	51.1365887172	22.9807491546	0	33.8235036334	0	0	106.7553873816	63.2898898951	0	19.3378256844
ko00140	4.2464571968	3.6132731555	38.3547339111	0	0	6.4768900037	0	17.6759493676	1.3372061466	15.8354371495	0	8.148102569	0	0	7.3871682246	0	0	0	0	24.424645957	32.1160559684	0	0	0	0	12.1947687592	24.867844819	2.8635149818	31.0956962136	0	7.1097273806	24.7846171807	10.6396622148	6.130356289	0	3.3083332464	0	0	8.415296923	0	3.2152227179	0	0	13.9059981009	2.7953868508	1.4869346033	0	39.3349562497	13.7626314396	0	0	0	0	0	0	0.9047419957	5.1931164527	6.0796065275	50.6342878718	18.8638706508	0	0	5.5191064162	15.6008943905	0	0	0	70.3101331703	8.6112092556	13.6961346087	0	0	4.7100028902	0	10.9337089255	30.1926512837	13.5178545821	24.6324878429	0
ko00311	12.4483786447	7.7115850872	118.1987366964	0	0	14.0309062827	0	59.3436689449	22.078082169	64.7568541263	0	20.4442374087	0	0	27.7223505784	0	0	0	0	0	0	0	0	0	0	56.5835111908	72.7948244894	0	56.521537029	0	0	71.103236231	30.4754995127	0	0	0	0	0	0	0	0	238.9691878244	0	42.3249941755	0	0	0	87.1322489248	34.4555555881	0	0	0	0	0	0	0	18.871549085	23.4198853932	141.1671235791	54.5435720134	0	0	23.8929084695	53.9269453692	0	0	0	148.5661599954	19.9908049225	41.3391679566	0	0	14.173232909	0	42.5242704665	72.3774002102	47.4951410508	303.248955739	0
ko00020	162.7587648569	0	0	0	45.7354873378	0	0	0	0	0	0	0	0	0	0	0	0	139.5029514377	296.9182533771	0	0	0	0	0	320.4524564239	0	0	0	0	0	0	0	0	336.7699566453	0	0	0	476.9823783726	271.0176927627	0	0	136.830601706	0	0	0	0	0	827.1492685529	193.8703799516	214.8398899304	0	0	0	0	0	0	0	0	698.1217584753	0	102.0377073039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.0547993397	0
ko00100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6911356875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6685886633	0	1.13039862	0	0	0	0	0	0	3.5021819095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.784441096
ko00633	15.4762576846	0	0	0	1.3426923714	0	0	0	0	0	0	0	0	4.4188612347	0	17.6569061901	13.2819750661	30.8338760753	12.5513062684	74.4289604016	58.9626322478	0	0	0	91.6959441741	0	5.2972410062	0	0	0	0	0	0	47.2107560541	0	10.1467974756	0	149.2943925243	16.9558285862	0	0	50.475519804	15.4570748545	0	0	0	0	205.3567812967	50.0096924296	0	0	0	0	0	0	0	0	0	17.5246219357	19.6425620592	0	0	0	18.424360879	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7780683589	0
ko00906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00710	306.5395118544	251.3136456624	0	0	0	0	200.0887156562	821.2648545329	394.3089296819	0	0	0	0	0	0	0	0	321.6336526947	392.6425374126	530.64845261	0	0	303.7733320278	333.4909829397	718.0824283234	514.6747712809	633.5290314483	0	835.194021832	0	0	0	0	727.235228455	0	0	0	1157.3827911899	435.9829625935	0	0	205.3472649819	0	0	0	0	0	1320.737688755	344.9981006306	0	0	0	0	487.6673311615	0	0	0	312.5292288992	944.9282174115	436.2295812965	0	0	357.8385413809	532.3785009831	0	0	0	0	0	0	0	0	0	0	473.6576173139	0	0	517.4637448297	0
ko00523	0	0	0	0	36.8606420573	0	0	0	0	0	0	45.9282370237	0	0	0	0	0	0	0	231.2366205023	241.769037413	0	0	0	0	199.2084590995	295.7632201795	0	0	0	252.2111356797	474.1107805805	0	149.3185310396	0	0	0	167.8025847189	0	0	0	0	0	0	0	0	0	339.1462339987	0	0	0	0	0	0	0	54.6291790946	172.8772771147	0	0	0	0	0	0	162.1138927168	0	0	0	0	94.6135697481	0	123.0529069379	76.9758418297	0	137.198130919	0	0	0	0	0
